PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
1OoSP,4R3/5pBk/5Pb1/6p1/6r1/2P5/3K4/8 b - - 1 46,g6f5 e8h8 h7g6 h8h6,734,112,57,16,endgame mate mateIn2 operaMate short,https://lichess.org/Nm7vwf74/black#92,,True,https://lichess.org/training/1OoSP
jTS5R,8/4k3/2K5/1bP1P3/4NP2/1r4P1/6P1/8 w - - 2 46,c6d5 b3d3,735,80,84,185,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/RGV4ObRc#91,,True,https://lichess.org/training/jTS5R
zuBFQ,7r/R3k3/2P1p3/3r1p1p/3P2p1/4b3/6PP/2R2K2 b - - 0 35,e7d6 a7d7,735,87,98,481,endgame mate mateIn1 oneMove,https://lichess.org/F8WZdBE7/black#70,,True,https://lichess.org/training/zuBFQ
8QdeO,3rkr2/R4ppp/p1p5/3p3P/8/3P2q1/P1P2P2/4RK2 b - - 1 25,g3e5 e1e5,735,97,76,40,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/13A0U5bW/black#50,,True,https://lichess.org/training/8QdeO
RQnUs,4r3/1R3pk1/1p4p1/2p5/1p5P/1P1P2K1/P1P2R1P/6r1 w - - 11 38,g3h3 e8e3 f2f3 e3f3,735,93,89,323,endgame master masterVsMaster mate mateIn2 rookEndgame short,https://lichess.org/XRJ9rfpF#75,,True,https://lichess.org/training/RQnUs
EclYR,4qrk1/4b3/p3pp1Q/n7/Pp1B4/1P1KP3/r4P1P/6R1 b - - 1 29,g8f7 g1g7,735,79,100,248,mate mateIn1 middlegame oneMove,https://lichess.org/ElGS4pyD/black#58,,True,https://lichess.org/training/EclYR
lsUkw,8/2R1k3/4B1p1/3Pp2p/4P2P/4r3/r1p1N3/4K3 b - - 5 41,e7f6 c7f7,735,100,76,50,endgame mate mateIn1 oneMove operaMate,https://lichess.org/t9pzsMld/black#82,,True,https://lichess.org/training/lsUkw
O6d5K,2r1kbnr/3b1ppp/p2Pp3/4N1B1/qp1Q4/8/1PP2PPP/1NKR3R w k - 2 14,h1e1 a4c2,735,101,54,88,mate mateIn1 oneMove opening queensideAttack,https://lichess.org/wS7H68vn#27,Sicilian_Defense Sicilian_Defense_Moscow_Variation,True,https://lichess.org/training/O6d5K
K78g8,4rkr1/p2b2pp/1pqp4/3N4/P3PQ2/8/5PPP/5RK1 b - - 3 21,d7f5 f4f5,735,104,93,566,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/iL1jiIj8/black#42,,True,https://lichess.org/training/K78g8
frU8G,1R6/1R2k3/2prp1p1/5p2/5Pr1/1P6/PKP5/8 b - - 16 47,e7f6 b8f8,735,84,100,173,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/9AAIrGge/black#94,,True,https://lichess.org/training/frU8G
zTCSJ,B6k/6p1/8/2B4p/1P2Pp2/7P/4RKP1/2rr4 w - - 0 48,c5e7 d1f1,735,83,76,49,endgame mate mateIn1 oneMove,https://lichess.org/xFiWTZPq#95,,True,https://lichess.org/training/zTCSJ
zwm7J,8/7p/1R2k3/p2pN1P1/3Pb2P/8/7r/5K2 b - - 6 40,e6f5 b6f6,735,109,92,823,endgame mate mateIn1 oneMove,https://lichess.org/lzkGVn1M/black#80,,True,https://lichess.org/training/zwm7J
19BAA,8/8/5k1P/7K/8/8/7R/6r1 w - - 7 66,h2h4 g1g5,735,82,100,138,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/PfgoBrMP#131,,True,https://lichess.org/training/19BAA
3Mbii,2r1r3/1pk3p1/pqn2p1p/3p3P/3P1Q2/5N2/PP6/2RR2K1 b - - 5 27,c7d8 f4d6,735,106,94,382,mate mateIn1 middlegame oneMove,https://lichess.org/56GRWF0w/black#54,,True,https://lichess.org/training/3Mbii
