PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
9wp7f,2b2Q2/6rk/1q1pP3/p1nP1R1p/1p6/8/PpP3PP/1K6 b - - 8 30,c5e6 f5h5 h7g6 f8f5,1289,75,86,617,endgame master mate mateIn2 short,https://lichess.org/TzQiiBNp/black#60,,True,https://lichess.org/training/9wp7f
J8q4U,7k/q1KP4/3P1r1p/2p1QB2/2P5/5R2/1p6/8 w - - 3 46,c7d8 a7b8 d8e7 b8f8,1289,291,100,1,endgame mate mateIn2 short,https://lichess.org/lC3n9ACF#91,,True,https://lichess.org/training/J8q4U
iHH0j,8/1k6/2p5/3n4/2Q3P1/3P1PK1/1PPq3r/1R4R1 w - - 0 38,b1a1 d2f2,1289,114,82,24,endgame mate mateIn1 oneMove,https://lichess.org/DMMCVFc8#75,,True,https://lichess.org/training/iHH0j
QmfQv,6k1/1p5p/p2Q2p1/3P3b/7P/P6q/5R2/2r1K1R1 w - - 4 34,e1d2 h3c3,1290,76,69,520,endgame mate mateIn1 oneMove,https://lichess.org/0DqdpT2N#67,,True,https://lichess.org/training/QmfQv
Ca5Ks,r6k/pp1b1Rq1/n2pp2p/2pPb2Q/2P5/2NB4/PP4PP/7K b - - 0 25,g7g5 f7h7 h8g8 h5f7,1290,75,97,9715,fork mate mateIn2 middlegame short,https://lichess.org/eibLZtjt/black#50,,True,https://lichess.org/training/Ca5Ks
yLnwY,7k/7p/6p1/3B4/4Q3/8/Pq3r2/R6K w - - 0 41,a1e1 f2h2 h1g1 b2f2,1290,75,95,8881,endgame mate mateIn2 short,https://lichess.org/L8IF3mqC#81,,True,https://lichess.org/training/yLnwY
SYczI,6k1/2p2ppp/N7/8/1p1P2P1/1P1Q1RP1/1PP3K1/2q3r1 w - - 1 27,g2f2 c1e1,1290,75,100,226,endgame mate mateIn1 oneMove,https://lichess.org/xpKirTSl#53,,True,https://lichess.org/training/SYczI
zrVtL,1QQ5/5R2/8/4r1P1/2P5/2K2pk1/8/2q5 w - - 3 57,c3d4 c1e3,1290,75,84,526,endgame master mate mateIn1 oneMove,https://lichess.org/nkMYtS4a#113,,True,https://lichess.org/training/zrVtL
cbsPG,r1b3k1/pp1nR2p/3B2p1/2pq4/4n2Q/7P/PPP3P1/7K b - - 9 32,e4d6 h4h7 g8f8 h7g7,1290,74,100,1226,mate mateIn2 middlegame short,https://lichess.org/abNoIyqT/black#64,,True,https://lichess.org/training/cbsPG
m1Slm,5k2/5p1p/8/RQ6/8/6PP/2Pr2q1/5K2 w - - 13 42,f1e1 g2f2,1290,77,86,185,endgame mate mateIn1 oneMove,https://lichess.org/TiAmypxl#83,,True,https://lichess.org/training/m1Slm
LDbn9,7k/6pp/pNp4b/2P1Q3/1P6/P2q3r/5P2/4RK2 w - - 3 33,e1e2 h3h1 f1g2 d3h3,1291,80,94,18226,endgame mate mateIn2 short,https://lichess.org/n1UrxDAe#65,,True,https://lichess.org/training/LDbn9
ksaBx,7k/2pq1rp1/1p1p2RB/3b1p1P/3P4/P4PQ1/1P4P1/6K1 b - - 0 29,g7h6 g6g8 h8h7 g3g6,1291,77,78,183,endgame mate mateIn2 short,https://lichess.org/4ZX3T5rm/black#58,,True,https://lichess.org/training/ksaBx
yMtny,6k1/1b3pp1/p2P1p1p/1p6/3Q1Pq1/P2R2P1/1P2r1P1/3R2K1 w - - 0 25,d6d7 e2g2 g1f1 g4e2,1291,75,87,173,endgame kingsideAttack mate mateIn2 short,https://lichess.org/MqO3P4Ov#49,,True,https://lichess.org/training/yMtny
N9DVF,4k3/2q2r1R/4Q3/p5p1/Pp3bP1/5P2/1PP5/1K6 b - - 1 30,e8f8 h7h8 f8g7 e6h6,1291,75,100,902,endgame mate mateIn2 short,https://lichess.org/QcmBG3We/black#60,,True,https://lichess.org/training/N9DVF
jUq9h,r1br2k1/pp2bp2/4pn1R/8/2q5/2N1P2Q/PP3PPP/R5K1 b - - 1 17,c4g4 h6h8 g8g7 h3h6,1291,79,95,17417,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/1B84nJgC/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Vienna_Variation,True,https://lichess.org/training/jUq9h
oeWYX,8/p1r3k1/2n1Q1R1/1p1pP3/2pP1q2/2P5/PP4PP/6K1 b - - 0 27,g7h7 e6g8,1291,74,94,1133,endgame mate mateIn1 oneMove,https://lichess.org/feVLVcQS/black#54,,True,https://lichess.org/training/oeWYX
