PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rook_Queen,puzzle_ref,unique_id
wTD6i,3r2k1/p4p2/4P2p/2p4Q/6P1/1P2q2P/P7/5RK1 w - - 5 40,f1f2 e3g3 g1f1 d8d1 f1e2 g3d3,2036,75,94,2436,endgame exposedKing long mate mateIn3,https://lichess.org/RkIG6Hoi#79,,True,https://lichess.org/training/wTD6i,8590510406
wTsBw,5r2/1pp4k/p2p2pq/4p2r/1P4p1/2PPP1P1/1P2QN2/4RRK1 w - - 3 33,f2g4 h5h1 g1g2 h6h3,1367,75,100,830,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/3tzaOwtF#65,,True,https://lichess.org/training/wTsBw,8590510633
wVRTg,1r2r1qk/1b1Q1R2/p3p3/P2p2R1/1P1P4/2P5/6P1/7K b - - 0 41,g8g5 f7h7 h8g8 d7f7,1340,82,83,69,endgame mate mateIn2 short,https://lichess.org/UHcb18G5/black#82,,True,https://lichess.org/training/wVRTg,8590511211
wVW1c,4q1k1/1R3pBp/p3rPp1/3Q4/8/8/6PP/4rRK1 w - - 7 37,f1e1 e6e1 g1f2 e8e3,1528,75,84,434,endgame mate mateIn2 short,https://lichess.org/l77NrFIm#73,,True,https://lichess.org/training/wVW1c,8590511239
wViot,r5k1/p2qR2p/6p1/2p2r2/P2p1b1Q/3b3P/5PP1/R6K b - - 1 30,d7d6 h4h7 g8f8 h7g7,1277,77,94,387,mate mateIn2 middlegame short,https://lichess.org/u91CfH2a/black#60,,True,https://lichess.org/training/wViot,8590511307
wVlhz,6k1/pp2qpbp/2b3p1/1PP5/2Q5/5PP1/P4KBP/2RNr3 w - - 5 29,b5c6 g7d4 d1e3 e7e3,1549,74,96,15736,master mate mateIn2 middlegame short,https://lichess.org/fse2vu7P#57,,True,https://lichess.org/training/wVlhz,8590511319
wVxyo,7k/pp4p1/7p/2P5/1P2p3/P3Q2P/2q3r1/4R2K w - - 0 29,e3e4 g2h2 h1g1 c2f2,1085,78,93,538,endgame mate mateIn2 short,https://lichess.org/eRsWJ7qy#57,,True,https://lichess.org/training/wVxyo,8590511397
wXTGH,r2q2k1/p5p1/2p5/n4Q2/3p4/2P2Pb1/PP4Kr/RNB2R2 w - - 0 23,g2g3 d8h4,1396,101,67,49,mate mateIn1 middlegame oneMove,https://lichess.org/tmoQPJDx#45,,True,https://lichess.org/training/wXTGH,8590511920
wXTRQ,6rk/2Q2R1p/6p1/5p2/8/p6P/1q4P1/7K b - - 4 38,g8e8 f7h7 h8g8 c7f7,1202,81,88,1293,endgame mate mateIn2 short,https://lichess.org/cPYO9hTi/black#76,,True,https://lichess.org/training/wXTRQ,8590511923
wXrUq,8/pp5k/2p3N1/2P2Pqp/1P2p1rr/P1B1P3/3P1R1R/7K w - - 8 35,h2h4 g4g1 h1h2 g5g3,1665,75,94,12858,endgame mate mateIn2 short,https://lichess.org/NOmuGRtc#69,,True,https://lichess.org/training/wXrUq,8590512045
wY1pA,6k1/p4pp1/8/1Q5p/7q/PP3PR1/3r1K2/5B2 w - - 2 37,f2e3 h4d4,1018,97,71,45,endgame master mate mateIn1 oneMove,https://lichess.org/fOzJliEB#73,,True,https://lichess.org/training/wY1pA,8590512105
wY2Mh,B5k1/p4rpp/1p6/4P3/3Q2bq/P2PR3/1PP2P2/R6K w - - 5 26,h1g2 f7f2 g2g1 h4h2,1944,79,88,536,mate mateIn2 middlegame short,https://lichess.org/UzC7a7M9#51,,True,https://lichess.org/training/wY2Mh,8590512108
wZ48C,r2qk3/3p1p2/p1B1p3/1p2P3/5P2/5Qp1/PPPN2Kr/5R2 w q - 0 23,g2g3 d8h4,877,79,72,137,mate mateIn1 middlegame oneMove,https://lichess.org/z8pxQjkU#45,,True,https://lichess.org/training/wZ48C,8590512492
wZ7Fi,8/p4p1k/1p4p1/4Q3/7P/5PP1/PP1R3K/1qr5 w - - 7 35,e5f6 c1h1 h2g2 b1f1,813,75,100,119,endgame mate mateIn2 short,https://lichess.org/BtqoBF3o#69,,True,https://lichess.org/training/wZ7Fi,8590512512
wZayk,r2r3k/p3QR1p/8/3p4/4p3/7P/1q4PK/8 b - - 3 31,e4e3 f7h7 h8g8 e7f7,1250,76,92,1126,endgame mate mateIn2 short,https://lichess.org/tk6pnmOg/black#62,,True,https://lichess.org/training/wZayk,8590512680
wbWDh,r2q1rk1/pp1nbR1p/2p1p1p1/3n2B1/3P3Q/2NB4/PPP3PP/5RK1 b - - 0 14,e7g5 h4h7,932,80,63,55,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1rQFkYQ1/black#28,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Ziegler_Defense,True,https://lichess.org/training/wbWDh,8590513309
wcDSN,6k1/5p2/1p5R/pP2b1p1/P3P3/7P/3QK1P1/q4r2 b - - 3 47,e5f4 d2d8 g8g7 d8h8,863,77,100,751,endgame mate mateIn2 short,https://lichess.org/3Ipu8087/black#94,,True,https://lichess.org/training/wcDSN,8590513576
wdEYE,7k/1b2Q1p1/p4p1p/8/qp2P3/8/PKr4P/3R2R1 w - - 1 30,b2b1 a4a2,781,79,100,59,endgame master mate mateIn1 oneMove,https://lichess.org/h97mWTmN#59,,True,https://lichess.org/training/wdEYE,8590513935
wdknI,5rk1/5qpp/8/4N3/3Q4/8/2bP1PPP/1rKR3R w - - 2 25,c1c2 f7b3,1529,82,85,1988,mate mateIn1 middlegame oneMove,https://lichess.org/4hq7GVj2#49,,True,https://lichess.org/training/wdknI,8590514155
we6n7,8/6p1/5p1k/3R1Q1p/2P4P/1P4P1/q5r1/3R2K1 w - - 1 35,g1f1 a2e2,1190,74,95,5085,endgame mate mateIn1 oneMove,https://lichess.org/ngB3RBlF#69,,True,https://lichess.org/training/we6n7,8590514287
weAun,4q1k1/pp1R3p/4p3/3pP1p1/1Pr1r1P1/2P4P/P4R1B/5QK1 b - - 0 35,e8d7 f2f8 g8g7 f1f6,1128,81,95,3767,endgame kingsideAttack master mate mateIn2 short,https://lichess.org/9znhNNtQ/black#70,,True,https://lichess.org/training/weAun,8590514309
wez4z,r2r2k1/1p3R1p/p2Pn1pQ/2p1N3/P2q4/7P/1P4P1/R6K b - - 2 27,d4e5 h6h7,1213,86,79,2074,master mate mateIn1 middlegame oneMove,https://lichess.org/IBEyh1AU/black#54,,True,https://lichess.org/training/wez4z,8590514587
wfC1s,3r1rk1/p4p2/1p5R/6p1/3BPqP1/5P2/PP2K3/7Q b - - 0 41,d8d4 h6h8 g8g7 h1h6,1567,75,80,124,endgame mate mateIn2 short,https://lichess.org/Zc5tUrpH/black#82,,True,https://lichess.org/training/wfC1s,8590514671
wfWL1,r4k2/4ppb1/p5p1/8/B1Nq4/1Q3Pp1/PP4Kr/R4R2 w - - 2 24,g2g3 d4h4,1089,76,99,1725,mate mateIn1 middlegame oneMove,https://lichess.org/pNkpEzGw#47,,True,https://lichess.org/training/wfWL1,8590514789
whn6F,2rr4/5Rkp/4p3/4P2Q/8/4q3/P5PP/7K b - - 1 25,g7g8 h5h7,834,83,88,138,endgame mate mateIn1 oneMove,https://lichess.org/pu4hxouA/black#50,,True,https://lichess.org/training/whn6F,8590515557
wiA9E,5k2/pp6/5pQ1/4pP1p/6Pq/2Pr3P/PP3RK1/8 w - - 4 34,g6h5 h4g3 g2f1 d3d1 f1e2 g3d3,1262,80,85,93,endgame long mate mateIn3,https://lichess.org/W2vCI0yc#67,,True,https://lichess.org/training/wiA9E,8590515684
wjAbb,8/6p1/1p1q2k1/7R/P7/1PP2Qp1/5PK1/4r3 b - - 1 48,g3f2 f3f5,1256,79,94,3499,endgame mate mateIn1 oneMove,https://lichess.org/zQo2XvPW/black#96,,True,https://lichess.org/training/wjAbb,8590516020
wlCf4,r3rk1R/ppp1q3/3p1np1/8/2BP1Q2/4P1P1/PP1N1PP1/2Kb4 b - - 1 19,f8g7 f4h6,920,77,99,714,mate mateIn1 middlegame oneMove,https://lichess.org/qJuSLo9c/black#38,,True,https://lichess.org/training/wlCf4,8590516723
wlGGV,5q2/p1p4p/5rpk/4Q3/2B5/2PP4/PP2R2P/6K1 w - - 4 32,e5c7 f6f1 g1g2 f8f3,1182,76,88,242,endgame mate mateIn2 short,https://lichess.org/jkG7thU7#63,,True,https://lichess.org/training/wlGGV,8590516741
wlS7U,rnbQ4/ppp2rk1/7R/5qP1/5p2/N1P2P2/PP6/2KR4 b - - 7 26,b8c6 d8h8,1299,136,81,60,mate mateIn1 middlegame oneMove,https://lichess.org/3jOOlbCK/black#52,,True,https://lichess.org/training/wlS7U,8590516808
wlWMr,8/1k6/3p4/8/PP6/3q4/5Q2/2R2KBr w - - 9 40,f1g2 d3h3,942,83,100,53,endgame mate mateIn1 oneMove,https://lichess.org/bVyb06ju#79,,True,https://lichess.org/training/wlWMr,8590516835
wlZrE,1Q5R/6p1/4P1kp/2B5/1P6/2P4r/p4P2/5Kr1 w - - 0 41,f1g1 a2a1q g1g2 a1h1,1111,95,100,43,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/cnXyUpsD#81,,True,https://lichess.org/training/wlZrE,8590516854
wm956,2Q1R3/1p1r1p1k/p4npp/8/8/5q1P/PPB2P2/6K1 b - - 1 32,h6h5 e8h8 h7g7 c8f8,1225,76,91,1139,endgame mate mateIn2 short,https://lichess.org/s7abB7Uy/black#64,,True,https://lichess.org/training/wm956,8590517039
wmfYp,k5q1/p3Q3/5P2/2p1P1rp/7n/P7/1P3R1R/7K w - - 2 38,h2h4 g5g1 h1h2 g8g3,932,104,94,2901,endgame mate mateIn2 short,https://lichess.org/o5jYCVav#75,,True,https://lichess.org/training/wmfYp,8590517226
wn2WF,6k1/6pp/2p5/5Q1P/1pPP4/pP6/Pr5q/1K3R2 w - - 6 39,b1c1 h2d2,1262,77,77,403,endgame master mate mateIn1 oneMove,https://lichess.org/gZAllboG#77,,True,https://lichess.org/training/wn2WF,8590517368
wnBYE,4k1r1/1p3p2/2q4p/3pN3/3P2b1/4r1P1/2P3QP/2R1KR2 w - - 0 29,e1d2 c6c3,965,78,89,262,mate mateIn1 middlegame oneMove,https://lichess.org/3ls7jvQI#57,,True,https://lichess.org/training/wnBYE,8590517414
wnRCQ,r7/pp4k1/2pb4/5Q2/1P1P2p1/P1N2PP1/3q1RKr/1R6 w - - 0 26,g2g1 d2f2,1005,81,58,85,mate mateIn1 middlegame oneMove,https://lichess.org/vxkR8eRU#51,,True,https://lichess.org/training/wnRCQ,8590517489
woBuI,Q2R4/1pq2p1k/5npp/1Pr5/8/5NPP/5P1K/8 b - - 2 38,c5f5 d8h8 h7g7 a8f8,1177,77,92,1467,endgame mate mateIn2 short,https://lichess.org/QFudiQoB/black#76,,True,https://lichess.org/training/woBuI,8590517731
wrczH,2q1k3/4pp1p/pR6/P1p3Q1/2P4r/2bP1P2/2P1BP2/4K3 w - - 3 27,e1f1 h4h1 f1g2 c8h3,2000,81,78,496,endgame master mate mateIn2 short,https://lichess.org/uPpqha1B#53,,True,https://lichess.org/training/wrczH,8590518936
wrkQx,6k1/Q4pp1/7p/5P2/8/1P4PP/2P1R2K/2qr4 w - - 1 36,a7c5 d1h1 h2g2 c1f1,1175,75,93,795,endgame mate mateIn2 short,https://lichess.org/FqLmftWq#71,,True,https://lichess.org/training/wrkQx,8590518976
wsu2f,r6k/p4R2/qp4p1/2b1P3/2p5/1P5Q/P2r2PP/7K b - - 3 27,h8g8 h3h7,805,83,83,53,endgame mate mateIn1 oneMove,https://lichess.org/4Bj1WfRE/black#54,,True,https://lichess.org/training/wsu2f,8590519334
wttr7,2k5/pp4pp/2p5/4P3/4Q1Pb/1BP5/PP1q3r/3R3K w - - 0 27,h1g1 d2f2,1175,75,86,179,endgame mate mateIn1 oneMove,https://lichess.org/8Hzr6NfZ#53,,True,https://lichess.org/training/wttr7,8590519713
wuera,2kr4/2pn3p/R3Q1p1/1pqp4/6P1/4p2K/2P1Nr1P/7R b - - 3 27,h7h5 a6a8 c8b7 e6a6,966,76,100,123,mate mateIn2 middlegame queensideAttack short,https://lichess.org/etrp59RU/black#54,,True,https://lichess.org/training/wuera,8590519961
wvEo4,6k1/pp4pp/8/8/1P6/P3p1PP/3RQ2K/q1r5 w - - 1 37,e2e3 c1h1 h2g2 a1f1,1213,76,96,10488,endgame mate mateIn2 short,https://lichess.org/LKBGJZsz#73,,True,https://lichess.org/training/wvEo4,8590520183
wvcaE,2r1k2r/1q3ppp/p2Rp3/2B1P1N1/8/8/P5bP/3Q2K1 b k - 1 28,c8c5 d6d8 e8e7 d1d6,1618,77,73,74,mate mateIn2 middlegame short,https://lichess.org/xVkXxEQt/black#56,,True,https://lichess.org/training/wvcaE,8590520293
ww1pS,1Q4k1/pp3pb1/4q1b1/2p3P1/2P1p2R/P1P2p2/1r6/5K1R b - - 1 30,g7f8 h4h8 g8g7 b8f8,962,79,95,2521,mate mateIn2 middlegame short,https://lichess.org/4BoISGkq/black#60,,True,https://lichess.org/training/ww1pS,8590520433
wxERp,r6k/ppq1P1p1/2b4p/3B4/PPPN1r2/3Q3P/7K/4R3 w - - 1 28,d4c6 f4f2 h2g1 c7h2,1766,82,79,52,doubleCheck mate mateIn2 middlegame short,https://lichess.org/OnFtF873#55,,True,https://lichess.org/training/wxERp,8590520830
wyfWL,5rk1/p4ppp/4P3/8/1p2PQ2/1Br4P/P5q1/1K1R4 b - - 0 26,g2h3 f4f7 f8f7 e6f7 g8f8 d1d8 f8e7 f7f8q,2449,86,93,2964,advancedPawn endgame mate mateIn4 promotion sacrifice veryLong,https://lichess.org/5wEarCcg/black#52,,True,https://lichess.org/training/wyfWL,8590521321
wyu7H,r5k1/2p2bPR/2p2p2/8/rp1qP1P1/1P1P4/P1PQ4/1K1R4 b - - 0 27,a4a2 h7h8 g8g7 d2h6,1296,107,79,16,mate mateIn2 middlegame short,https://lichess.org/z8khkSfv/black#54,,True,https://lichess.org/training/wyu7H,8590521417
wzrZi,6k1/3R2pp/Q3p3/1p1p4/4p3/4P3/Pq4rP/4B1K1 w - - 0 25,g1f1 b2e2,1053,76,94,263,endgame mate mateIn1 oneMove,https://lichess.org/sf2N7dWG#49,,True,https://lichess.org/training/wzrZi,8590521733
x0eri,r5k1/p2qb1p1/1pn5/2pN4/5p2/PQ1P1N2/1P1BPPb1/2R2RKr w - - 1 26,g1g2 d7h3,1223,77,65,150,mate mateIn1 middlegame oneMove,https://lichess.org/lEURjXN7#51,,True,https://lichess.org/training/x0eri,8590521997
x1Nok,2Rq4/4p1k1/3pQ1p1/p2P4/1p1b4/6P1/PP3r1P/7K b - - 4 28,d8b6 c8g8 g7h7 e6g6,1778,74,95,799,endgame mate mateIn2 short,https://lichess.org/vHNRSF7J/black#56,,True,https://lichess.org/training/x1Nok,8590522244
x1zAY,8/6k1/Q3R2p/3r4/1P1qK3/P6P/6P1/8 w - - 0 37,e4f3 d5f5 f3e2 f5f2 e2e1 d4d2,1665,83,76,75,endgame exposedKing long mate mateIn3,https://lichess.org/iMBgY7by#73,,True,https://lichess.org/training/x1zAY,8590522451
x21rv,1k6/pp4Q1/2p1N3/4P3/6K1/P3Pq1r/1P3P2/8 w - - 4 37,g4g5 h3h5 g5g6 f3f5,1743,73,94,15101,endgame mate mateIn2 short,https://lichess.org/bru4X41F#73,,True,https://lichess.org/training/x21rv,8590522469
x2itm,r1b5/p3pRk1/2pq4/2p3bQ/3pP3/1P1P3P/P1P3P1/6K1 b - - 1 23,g7g8 h5h7,833,76,100,100,endgame mate mateIn1 oneMove,https://lichess.org/AiUPAIgk/black#46,,True,https://lichess.org/training/x2itm,8590522703
x3ez5,3k4/p2Pr3/1qp1Bp2/Q3pP1p/P5p1/6Pn/5PKP/1R6 b - - 6 35,b6a5 b1b8 d8c7 d7d8q,1372,77,92,1308,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/6URPMuxk/black#70,,True,https://lichess.org/training/x3ez5,8590523009
x3rmF,2r1r1kR/1pp2pB1/p2pqnp1/6Q1/P3P1P1/8/1P3PP1/5RK1 b - - 6 25,g8g7 g5h6,932,94,95,267,mate mateIn1 middlegame oneMove,https://lichess.org/aO4L9F8p/black#50,,True,https://lichess.org/training/x3rmF,8590523073
x465J,5r1k/7p/1R4p1/3B1p2/4p3/4QPPP/4R1K1/q6r w - - 1 36,b6b2 a1f1,1206,77,92,1117,mate mateIn1 middlegame oneMove,https://lichess.org/u3H7AFq8#71,,True,https://lichess.org/training/x465J,8590523155
x4NBO,8/2q5/2P1Rp2/p2p1k2/P4r2/5r2/4RPQ1/5K2 b - - 5 42,c7b6 e2e5 f6e5 g2g6,1792,75,95,15284,endgame mate mateIn2 sacrifice short,https://lichess.org/tFYJ19w3/black#84,,True,https://lichess.org/training/x4NBO,8590523276
x4vKX,6Q1/5pkB/2r1b3/3pR3/1p6/1Pq3PP/r1P3PK/8 b - - 4 30,g7f6 g8g5,1180,86,62,42,master mate mateIn1 middlegame oneMove,https://lichess.org/gOq5FBcE/black#60,,True,https://lichess.org/training/x4vKX,8590523443
x6HHE,2k2r2/1p2R1p1/7p/p2p4/3b4/3P3P/P4qP1/1Q5K b - - 1 31,f8f7 b1b7 c8d8 b7c7,1275,76,93,5240,endgame mate mateIn2 short,https://lichess.org/xvq3KagA/black#62,,True,https://lichess.org/training/x6HHE,8590523935
x6aF3,4r1k1/pp5p/6pQ/3b1pN1/6q1/3B1PR1/P1R3K1/6r1 w - - 3 32,g2f2 g4g3,908,79,100,163,mate mateIn1 middlegame oneMove,https://lichess.org/yn4gksSA#63,,True,https://lichess.org/training/x6aF3,8590524060
x7SJo,8/p1k3r1/Q7/3p1q1K/2n5/P5P1/8/1RR5 w - - 6 37,h5h6 f5g5,1582,91,84,443,endgame master mate mateIn1 oneMove,https://lichess.org/qDyS77Fs#73,,True,https://lichess.org/training/x7SJo,8590524386
x7kid,3R4/ppk2pp1/6n1/2p4p/5P2/2P1rqP1/PP1Q3P/6K1 b - - 7 28,e3e2 d2d6,1463,92,81,372,endgame mate mateIn1 oneMove,https://lichess.org/fI3oCVpJ/black#56,,True,https://lichess.org/training/x7kid,8590524497
x7lRD,1br1r1kR/1p3pB1/p4n2/3pnP2/8/1P6/P1q3PP/R1Q2B1K b - - 1 24,g8g7 c1h6,967,109,82,39,master mate mateIn1 middlegame oneMove,https://lichess.org/KgGANozm/black#48,,True,https://lichess.org/training/x7lRD,8590524505
x7nHL,r5k1/pp3pp1/3Np2p/3p1P2/8/3Q1B2/q6r/1R2R1K1 w - - 0 21,f5e6 a2f2,1174,77,89,146,mate mateIn1 middlegame oneMove,https://lichess.org/zPcBGdfp#41,,True,https://lichess.org/training/x7nHL,8590524518
x7p2H,b2Q2k1/4ppb1/2q3p1/2P5/8/4BR2/1r4PP/6K1 b - - 1 28,g8h7 f3h3 g7h6 h3h6 h7g7 d8h8,1129,82,68,63,long mate mateIn3 middlegame,https://lichess.org/mRs2xF73/black#56,,True,https://lichess.org/training/x7p2H,8590524526
x80gf,4k1r1/1b2pp1p/pq3n2/1p2RN2/2r5/2N2R2/PPPQ2PP/7K b - - 0 22,b7f3 e5e7 e8f8 d2h6 g8g7 h6g7,1730,75,86,287,long mate mateIn3 middlegame,https://lichess.org/CxiiJs5U/black#44,,True,https://lichess.org/training/x80gf,8590524595
x825Q,r4rk1/ppp2p2/7R/4P1p1/8/2P4Q/PP3PK1/2q5 b - - 3 28,c1c2 h6h8 g8g7 h3h6,1261,75,97,3893,endgame mate mateIn2 short,https://lichess.org/ktMLhNEr/black#56,,True,https://lichess.org/training/x825Q,8590524609
x9eki,4r2k/6pp/p1p2p2/3p4/1P3P2/P3r2q/1BQ2R2/1BR3K1 w - - 2 28,f2g2 e3e1 c1e1 e8e1 g1f2 h3e3,1376,81,63,41,exposedKing long mate mateIn3 middlegame,https://lichess.org/qDWesszl#55,,True,https://lichess.org/training/x9eki,8590525197
x9fcr,k2r2n1/R6Q/p3p2p/1q6/p2p4/5N2/1P4PP/6K1 b - - 3 32,a8b8 h7c7,1099,75,91,1218,endgame mate mateIn1 oneMove,https://lichess.org/C0CWlirK/black#64,,True,https://lichess.org/training/x9fcr,8590525204
xAIGq,4r3/1p1R4/p4kp1/4q3/P7/1P3Q1P/2n3P1/7K b - - 6 41,f6e6 f3f7,1022,77,94,91,endgame mate mateIn1 oneMove,https://lichess.org/vLzaKsJR/black#82,,True,https://lichess.org/training/xAIGq,8590525413
xAcEe,r4k1r/1bqR1p2/p7/8/2B1pNQ1/1PP3P1/P7/6K1 b - - 4 32,e4e3 f4e6 f7e6 g4g7 f8e8 g7f7,2048,77,91,1347,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/zUVqNOeQ/black#64,,True,https://lichess.org/training/xAcEe,8590525535
xAnqp,6R1/5p2/4p2k/8/5P2/1P4R1/8/q4QKr w - - 11 47,g1g2 a1f1,827,79,98,1617,endgame master mate mateIn1 oneMove,https://lichess.org/3CJKH3BP#93,,True,https://lichess.org/training/xAnqp,8590525596
xApUq,7r/8/5n1p/2prq1p1/5p2/R1k5/1Rb3PP/5QK1 b - - 1 35,c3b2 f1a1,896,94,90,259,mate mateIn1 middlegame oneMove,https://lichess.org/NW68mbWT/black#70,,True,https://lichess.org/training/xApUq,8590525610
xBckL,2k4r/p4pp1/5n2/3pQ3/4pPq1/1P2P1p1/P6P/2R3K1 b - - 1 27,c8d7 c1c7 d7d8 e5e7,1561,75,100,378,endgame mate mateIn2 short,https://lichess.org/4pVcQtRn/black#54,,True,https://lichess.org/training/xBckL,8590525898
xC0Rn,r6r/pp3p1p/3kp3/1Qb3q1/4p1n1/8/PPP2PPP/3RR1K1 b - - 1 18,d6c7 d1d7 c7c8 b5b7,1533,102,76,35,mate mateIn2 middlegame short,https://lichess.org/apN942iJ/black#36,French_Defense French_Defense_Classical_Variation,True,https://lichess.org/training/xC0Rn,8590526028
xC6Oy,1r1r1k2/1pp1bp1q/p1n5/4p3/P1P5/3PQN2/1P2KP2/R6R b - - 7 25,h7f5 h1h8 f8g7 e3h6,1430,75,93,6951,mate mateIn2 middlegame short,https://lichess.org/L8TgLfKm/black#50,,True,https://lichess.org/training/xC6Oy,8590526060
xDM2E,3r2k1/5p2/3P2pb/BN6/PnQR1P2/5BKP/1P6/1q4r1 w - - 1 37,g3f2 b1e1,1347,75,94,5629,master mate mateIn1 middlegame oneMove,https://lichess.org/RVcuTL1Y#73,,True,https://lichess.org/training/xDM2E,8590526479
xDr0O,2r3k1/2q3pp/8/4R3/2p1Q3/7P/5PP1/6K1 b - - 0 32,c4c3 e5e8 g8f7 e4e6,1389,76,95,22382,endgame mate mateIn2 short,https://lichess.org/hDcWVRfp/black#64,,True,https://lichess.org/training/xDr0O,8590526654
xF87M,r3k2r/ppp2pp1/4R1bp/8/2Q3PP/BPP1b3/PK6/3q4 b kq - 0 20,e8d7 e6e7 d7d8 c4c7,1357,76,100,497,fork mate mateIn2 middlegame short,https://lichess.org/KgMAAkZA/black#40,,True,https://lichess.org/training/xF87M,8590527089
xFGsN,4r2k/2P3pp/p7/P1p5/2B3P1/4p1Pq/4Qr1P/1R1R2K1 w - - 1 31,d1d8 h3h2,1090,75,99,1562,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/0HWVyxck#61,,True,https://lichess.org/training/xFGsN,8590527142
xFSzC,8/5b1p/p5k1/8/Q2PP1p1/3K1qP1/Pr6/R4N2 w - - 1 48,f1e3 f3e2 d3c3 e2d2,1373,74,93,388,endgame mate mateIn2 short,https://lichess.org/uruuQUm9#95,,True,https://lichess.org/training/xFSzC,8590527228
xFV7w,2k5/p4p2/PPp1p3/7p/8/4n3/2r3r1/1R1R3K b - - 1 36,c2f2 b6b7 c8b8 d1d8 b8c7 b7b8q,1087,75,100,207,advancedPawn endgame exposedKing long mate mateIn3 promotion,https://lichess.org/6QeuxeRV/black#72,,True,https://lichess.org/training/xFV7w,8590527242
xGJ07,R1k3rr/1bppq3/1p2p3/3P1p2/4n3/2N3Pp/1PP1QB1P/R4K2 b - - 1 25,b7a8 a1a8 c8b7 e2a6,1730,76,94,10416,mate mateIn2 middlegame queensideAttack short,https://lichess.org/kiB0qGxv/black#50,,True,https://lichess.org/training/xGJ07,8590527539
xHa4O,6k1/R6p/1p4p1/2p5/2Pq4/P1QB3b/1P4rK/8 w - - 0 32,h2h3 d4g4,867,87,95,165,endgame mate mateIn1 oneMove,https://lichess.org/88A38o2W#63,,True,https://lichess.org/training/xHa4O,8590527969
xI4HP,2r2k2/p6R/5qp1/1Q1Bn3/4P1b1/4P3/P1P3PP/4K3 w - - 7 29,b5b7 e5d3 c2d3 c8c1 e1d2 f6c3,2040,76,95,8259,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/NpyNRH9C#57,,True,https://lichess.org/training/xI4HP,8590528120
xJ7X5,k7/1p2P3/2p5/p7/P1B1Q1R1/1P5r/2Pq1rP1/4R2K w - - 0 45,g2h3 f2h2 h1g1 d2f2,1177,77,93,1977,endgame mate mateIn2 short,https://lichess.org/m2td3Vxb#89,,True,https://lichess.org/training/xJ7X5,8590528519
xJMP1,r2qr1k1/pp3p2/7R/2p1n1p1/3NP1P1/2P3P1/PP5Q/R3K3 b Q - 1 19,c5d4 h6h8 g8g7 h2h6,1497,75,91,4576,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6zM0OWgP/black#38,French_Defense French_Defense_Perseus_Gambit,True,https://lichess.org/training/xJMP1,8590528606
xK7Q0,5kr1/2QR1p2/2p5/p4pqp/8/P5P1/2P2PKP/4r3 b - - 5 28,f5f4 d7f7 f8e8 c7d7,1475,75,96,15805,endgame mate mateIn2 short,https://lichess.org/Cj69hSlF/black#56,,True,https://lichess.org/training/xK7Q0,8590528876
xKXmx,r6k/pb1Q1R1p/1p4n1/2p1q3/2PpP3/P5b1/1P4Pp/7K b - - 7 32,b7e4 f7h7 h8g8 d7f7,1305,75,97,9534,mate mateIn2 middlegame short,https://lichess.org/4T6rWrri/black#64,,True,https://lichess.org/training/xKXmx,8590529023
xKp7G,5rk1/pp3ppp/8/3Nn3/1P2Q3/PP2P1P1/2r2q1P/K2R3R w - - 11 24,e4e5 c2a2 a1b1 f2c2,1169,75,88,1119,mate mateIn2 middlegame short,https://lichess.org/2bydS9T4#47,,True,https://lichess.org/training/xKp7G,8590529120
xL4FS,6rk/p3R2p/1p6/n7/P2b4/2q5/6Q1/3R1B1K w - - 2 37,g2e4 g8g1 h1h2 c3g3,1498,79,89,1069,mate mateIn2 middlegame short,https://lichess.org/skJL2zZh#73,,True,https://lichess.org/training/xL4FS,8590529204
xL7ke,5rr1/k1B1b3/2R1p3/1p1nP2q/3P4/5NP1/Q4PKP/8 b - - 3 32,a7b7 a2a6,1142,79,84,262,mate mateIn1 middlegame oneMove,https://lichess.org/Qi04cl8g/black#64,,True,https://lichess.org/training/xL7ke,8590529230
xLCt5,r2qr2k/1QR4p/3Bpbp1/p7/3n4/1B6/P4PPP/6K1 b - - 3 27,d8d6 c7h7 h8g8 b7f7,1190,75,96,2131,mate mateIn2 middlegame short,https://lichess.org/4km1JP6X/black#54,,True,https://lichess.org/training/xLCt5,8590529265
xLDn9,1q6/7k/2p3p1/p1Pp2Bp/N3pP2/1rQ1P3/4R3/K7 w - - 0 36,c3f6 b3b1 a1a2 b8b3,1299,76,83,633,endgame mate mateIn2 short,https://lichess.org/LNCL1bkY#71,,True,https://lichess.org/training/xLDn9,8590529270
