PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rooks,puzzle_ref
SzErP,2r3k1/pp5R/3pb1p1/4qpP1/5p2/2r4Q/PPPn4/K6R b - - 1 28,c3c2 h7h8 g8f7 h3h7 e5g7 h7g7 f7g7 h1h7,1590,75,94,24929,attraction exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/w63UesOl/black#56,,True,https://lichess.org/training/SzErP
T1TAe,r3k3/Qp3q1r/n1p2p2/4pP1p/1P2P1p1/2N5/1PPR2PP/3R3K b q - 0 27,a8a7 d2d8 e8e7 d1d7,1186,93,82,52,mate mateIn2 middlegame short,https://lichess.org/8QpT8Ie9/black#54,,True,https://lichess.org/training/T1TAe
T2zAK,3rk3/p1R2R1p/2p2pQ1/8/p1P4P/8/P4PPK/1q6 b - - 0 30,h7g6 c7e7,1141,127,85,19,endgame master mate mateIn1 oneMove queenRookEndgame,https://lichess.org/HwOf2sCm/black#60,,True,https://lichess.org/training/T2zAK
T4wmz,4r1k1/R5R1/6p1/1p2r3/p3P3/P7/1P6/1K6 b - - 3 37,g8f8 a7f7,989,93,94,385,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/HaBU19vO/black#74,,True,https://lichess.org/training/T4wmz
T57rB,2RR4/pp2rNkp/r3Pbp1/7n/7P/1P4P1/5P2/6K1 b - - 3 31,a6e6 d8g8 g7f7 c8f8,1102,87,79,39,mate mateIn2 middlegame sacrifice short,https://lichess.org/TjEEQJ6W/black#62,,True,https://lichess.org/training/T57rB
T5bg6,8/p1R5/2n1pQ2/1pkp2p1/2p3P1/2Pr4/PPKr4/R7 w - - 2 54,c2c1 d2d1 c1c2 d3d2,1075,81,92,3833,endgame mate mateIn2 queensideAttack short,https://lichess.org/eMnVWHy5#107,,True,https://lichess.org/training/T5bg6
T5pIc,8/8/3R3R/1p2kp2/p7/P1r3PK/2r4P/8 b - - 20 52,c3a3 h6e6,1265,87,77,98,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/s6i4pdcz/black#104,,True,https://lichess.org/training/T5pIc
T7CVt,6k1/8/2p5/7p/1P5P/P2R2P1/2r3r1/4R1K1 w - - 2 35,g1f1 c2f2,1083,90,82,72,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/0sXqtdsD#69,,True,https://lichess.org/training/T7CVt
T7QAr,8/8/1p5r/p1rp4/6R1/2P1P2p/P4Pk1/4KR2 b - - 1 37,g2f3 f1g1 h3h2 g1g3,1957,188,-33,5,endgame mate mateIn2 quietMove rookEndgame short,https://lichess.org/IroLYkDy/black#74,,True,https://lichess.org/training/T7QAr
T7xux,1r6/2p2kR1/1p6/p1bPp3/4B3/2P2P2/PP4RK/4q3 b - - 0 48,f7f6 g2g6,1081,82,92,4515,endgame mate mateIn1 oneMove,https://lichess.org/yardj6E4/black#96,,True,https://lichess.org/training/T7xux
T8vrc,6k1/R4p1p/2P3p1/8/4P3/7P/Pr4r1/4R1K1 w - - 0 27,g1f1 b2f2,1275,89,67,90,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/YnURn9f7#53,,True,https://lichess.org/training/T8vrc
TBVmi,1r6/p7/bp2R2R/3pPpk1/3Pn3/2P3P1/7P/6K1 b - - 0 42,e4c3 e6g6,1004,75,100,386,endgame mate mateIn1 oneMove,https://lichess.org/ReuqzPSu/black#84,,True,https://lichess.org/training/TBVmi
TCcex,7r/2n1bp2/k3p1p1/p1p1P3/PpPpNP2/1P4Kr/2P3RP/5RB1 w - - 11 53,g3g4 h8h4,1200,83,67,84,master mate mateIn1 middlegame oneMove,https://lichess.org/mjpynkoK#105,,True,https://lichess.org/training/TCcex
TCku4,2r1r3/p1PRb2p/1p2k1p1/2p1p1N1/P1P1P3/7P/5P2/3R2K1 b - - 3 29,e7g5 d1d6,1321,75,100,461,endgame mate mateIn1 oneMove,https://lichess.org/Bn5F65Nt/black#58,,True,https://lichess.org/training/TCku4
TDqPC,r7/8/1R2R2p/p1kp4/8/2P5/PP5r/2K5 b - - 0 28,a8g8 e6c6,1126,76,94,1244,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/yrFsquzl/black#56,,True,https://lichess.org/training/TDqPC
TEhBD,8/p4p1p/2pk1p1b/4r3/3p1P2/P2Kr1P1/1PP1N2P/3RR3 w - - 2 26,d3d4 e5e4,1887,77,93,2030,endgame mate mateIn1 oneMove,https://lichess.org/JcbQqQDB#51,,True,https://lichess.org/training/TEhBD
TEx8A,1r4k1/1r4p1/b1p1p2p/3pP3/p1pPpB2/q1P1P2P/1P1R1QP1/2K4R w - - 0 25,b2a3 b7b1 c1c2 b8b2,1331,80,96,12222,mate mateIn2 middlegame queensideAttack short,https://lichess.org/9oJE5Gip#49,,True,https://lichess.org/training/TEx8A
THhe4,2r5/4k3/5p2/pp1Bp2p/4P2P/1P1K1PB1/2r5/7R w - - 3 32,h1g1 c8c3,1230,81,78,78,endgame mate mateIn1 oneMove,https://lichess.org/J2Jz52Tr#63,,True,https://lichess.org/training/THhe4
TIkiw,6k1/1b6/P3p3/4N3/2pB4/2P2pP1/4r2r/R5K1 w - - 0 33,a6b7 e2g2 g1f1 h2h1 d4g1 h1g1,1460,74,91,1394,endgame exposedKing long mate mateIn3,https://lichess.org/kpjY3tnw#65,,True,https://lichess.org/training/TIkiw
TKNDr,3r1kQ1/1p3p2/1n6/2q1P2R/p4P2/3B4/PP3n2/1K5R b - - 0 29,f8g8 h5h8 g8g7 h1h7,1739,74,87,857,mate mateIn2 middlegame short,https://lichess.org/kzJRUW7b/black#58,,True,https://lichess.org/training/TKNDr
TLElN,2r1R1k1/pp6/2r2pp1/3p3p/7P/1PPK1P2/P5P1/4R3 b - - 5 27,g8f7 e1e7,1239,76,62,110,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ysy711yM/black#54,,True,https://lichess.org/training/TLElN
TMM2k,1Q6/4kppp/4p3/8/1P2P3/P4PKP/3r2r1/8 w - - 1 33,g3f4 g7g5 f4e3 g2e2,1372,79,80,66,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/N3t8QncQ#65,,True,https://lichess.org/training/TMM2k
TNENM,2k4r/1p1n1ppr/p1p2np1/P2p4/3PP3/2N2Pq1/1P1B1R1P/R2Q2K1 w - - 0 18,h2g3 h7h1 g1g2 h8h2,1481,75,49,391,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/uapztrXt#35,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense,True,https://lichess.org/training/TNENM
TNNhP,3r4/1kp3pR/5p2/p7/2P3P1/1PK3P1/P2r4/R7 w - - 0 31,h7g7 d8d3,926,83,94,2100,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/EgDgO6O9#61,,True,https://lichess.org/training/TNNhP
TPl23,1r2r1k1/R5R1/4P2p/p7/8/5P2/1p5P/6K1 b - - 0 38,g8f8 a7f7,1245,76,93,1102,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/eoQrJSgb/black#76,,True,https://lichess.org/training/TPl23
TPpKC,3r2k1/4pp1p/6p1/1BP5/6b1/2R1P3/4KPPP/3r3R w - - 3 22,f2f3 d8d2,1147,75,97,462,endgame mate mateIn1 oneMove,https://lichess.org/68vINSBp#43,,True,https://lichess.org/training/TPpKC
TQFew,4rr2/pp5R/1np1pk2/5n2/2pP2P1/P1N1P3/1P6/2K4R b - - 0 28,f5e3 c3e4 f6g6 h1h6,1885,74,94,1942,mate mateIn2 middlegame short,https://lichess.org/5Rclxbev/black#56,,True,https://lichess.org/training/TQFew
TQKLu,r4r1R/1b2bpk1/1p2Nnp1/6q1/p1P5/1P6/PBB2PP1/1K5R b - - 0 26,f7e6 h1h7,1662,74,98,548,master mate mateIn1 middlegame oneMove pin,https://lichess.org/83hNRpEU/black#52,,True,https://lichess.org/training/TQKLu
TR3Zb,8/6p1/5pkp/6P1/r6r/3R1R2/5PPK/8 w - - 3 43,h2g3 a4g4,1039,90,94,2742,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/l1OIZM3X#85,,True,https://lichess.org/training/TR3Zb
TRcQ2,8/6pk/7p/8/2P5/3R1P2/1r3rPP/3R1K2 w - - 1 38,f1e1 b2e2,960,77,97,874,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/c11q5Eas#75,,True,https://lichess.org/training/TRcQ2
TTwI8,4rk2/1R4R1/1p2p3/3p4/8/2P1PKP1/1r6/8 b - - 4 38,e6e5 b7f7,1103,76,100,283,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/IcuXIdJZ/black#76,,True,https://lichess.org/training/TTwI8
TUPkM,6k1/2pr1p2/p3rPp1/1p3p2/8/P6R/1P3P2/1K5R b - - 6 35,e6f6 h3h8 g8g7 h1h7,832,93,96,498,endgame mate mateIn2 rookEndgame short,https://lichess.org/skVV76cB/black#70,,True,https://lichess.org/training/TUPkM
TUUb3,1nkr1b2/1p5p/p1p5/P1P1p1p1/5p2/2P2P2/1RPrKBPP/1RN5 w - - 2 23,e2e1 d2d1 e1e2 d8d2,935,75,90,383,mate mateIn2 middlegame short,https://lichess.org/d5QMARva#45,,True,https://lichess.org/training/TUUb3
TV9BX,5r2/pp6/7r/3R1p1p/1P2k3/8/P4KPP/3R4 b - - 4 31,h6b6 d1d4,1338,75,98,6516,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/TPs4dGuV/black#62,,True,https://lichess.org/training/TV9BX
TVOkC,r2r2k1/5pb1/1p4p1/2p1q1P1/p1PnPBBQ/3P3R/P5K1/7R b - - 1 39,e5f4 h4h8 g7h8 h3h8 g8g7 h1h7,1689,74,96,5155,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/MW66czOL/black#78,,True,https://lichess.org/training/TVOkC
TWFN8,4rk2/p1R3R1/1p2p1Np/3pn3/8/1P4P1/r7/3K4 b - - 2 34,e5g6 c7f7,1260,106,86,34,endgame master mate mateIn1 oneMove,https://lichess.org/hkNuUyLu/black#68,,True,https://lichess.org/training/TWFN8
TWHdJ,8/8/6RR/4k2p/8/3K1P2/3r3r/8 w - - 3 51,d3e3 h2e2,1298,78,84,957,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/BsLw50lx#101,,True,https://lichess.org/training/TWHdJ
TXmRw,8/8/R3pkp1/1p6/8/P5NP/1r4r1/4R1K1 w - - 0 36,g1f1 b2f2,1040,78,100,69,endgame mate mateIn1 oneMove,https://lichess.org/YzREZdfO#71,,True,https://lichess.org/training/TXmRw
TZuhu,8/7p/1r2k3/pr1p1p2/3RpP2/P1p1P3/1P1R2PP/2K5 w - - 0 35,b2c3 b5b1 c1c2 b6b2,902,85,86,513,endgame mate mateIn2 rookEndgame short,https://lichess.org/JMbiSUoE#69,,True,https://lichess.org/training/TZuhu
Ta5O1,8/pp1q1rpk/2p1p1RQ/4Pp2/5P1R/8/PPK2PP1/3r4 b - - 0 33,g7h6 h4h6,916,76,99,905,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/EyCPVgi4/black#66,,True,https://lichess.org/training/Ta5O1
TbF8h,4r3/4P1k1/pr1nR1R1/1p1B2P1/8/6P1/Pbp3K1/8 b - - 1 39,g7h8 g6h6 h8g7 e6g6,1127,104,100,30,mate mateIn2 middlegame short,https://lichess.org/sxSOce37/black#78,,True,https://lichess.org/training/TbF8h
TbGwW,2k5/p1p5/3b1n2/6N1/3P1B2/1RR2KP1/PP2r2r/8 w - - 5 37,f4d6 h2f2,1095,76,89,642,master mate mateIn1 middlegame oneMove,https://lichess.org/QiHEWc1i#73,,True,https://lichess.org/training/TbGwW
TbX8H,r5k1/1pn2p2/2p2rp1/p2p3p/P2P1PP1/1B5R/1PP5/5K1R b - - 0 27,h5g4 h3h8 g8g7 h1h7,1052,77,96,6408,endgame kingsideAttack mate mateIn2 short,https://lichess.org/mOenr0Tc/black#54,,True,https://lichess.org/training/TbX8H
TboBF,4r3/1p4k1/p1pR1p2/6p1/2P1r1Kp/PP4PP/5P2/3R4 w - - 1 38,g4f5 e8e5,1193,76,96,142,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/NHmK0vie#75,,True,https://lichess.org/training/TboBF
Tbq5a,7r/p1N2pk1/1p4p1/3p1q1r/PP2p3/2P1P1P1/1B4KP/3RQ2R w - - 3 29,c7d5 f5f3 g2g1 f3h1 g1h1 h5h2 h1g1 h2h1 g1g2 h8h2,2095,77,90,448,attraction fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/2M8COCiz#57,,True,https://lichess.org/training/Tbq5a
TcbeO,r5k1/1Q6/r3R3/3n3p/3P1p2/1P1R1Pp1/1BP3P1/qK6 w - - 1 37,b2a1 a6a1 b1b2 a8a2,932,80,94,107,master mate mateIn2 middlegame short,https://lichess.org/NFrXZdEB#73,,True,https://lichess.org/training/TcbeO
Tcfr5,2r4r/1p1R1pkp/p1n1p1p1/2p3N1/2P1P3/1P2B3/q4PPP/3R2K1 b - - 1 21,c6e5 g5e6 g7f6 e3g5 f6e6 d1d6,1702,76,97,2875,long mate mateIn3 middlegame pin sacrifice,https://lichess.org/Zh5Qwue6/black#42,,True,https://lichess.org/training/Tcfr5
TdOhB,2rr2k1/3nqp1R/4p1p1/4P1N1/1p1P1PP1/1Pp5/4N3/2K4R b - - 4 32,e7g5 h7h8 g8g7 h1h7,1151,76,88,111,mate mateIn2 middlegame short,https://lichess.org/KhwafPU7/black#64,,True,https://lichess.org/training/TdOhB
TfbiT,r5k1/pp3pp1/8/q1bpr1P1/7R/3BPK2/PP3PP1/7R b - - 1 21,g7g6 h4h8 g8g7 h1h7,1401,75,86,491,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/bB7cV7vY/black#42,,True,https://lichess.org/training/TfbiT
TgDuR,6k1/P5pp/8/4pp2/1P6/5P2/2r3rP/R3R1K1 w - - 0 30,g1f1 c2f2,970,86,85,108,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Vjk9PVGu#59,,True,https://lichess.org/training/TgDuR
TgfKx,5r2/p2r1P2/5R2/1pp3k1/3p1R2/2P3K1/P7/8 b - - 3 39,d4c3 f4f5,1413,76,90,3396,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/TCd8aTjS/black#78,,True,https://lichess.org/training/TgfKx
Tgrku,2r1k3/5p2/p1Q1p1q1/1p2P3/8/2N3r1/PPPR2P1/3R2K1 b - - 0 27,c8c6 d2d8 e8e7 d1d7,761,81,85,307,endgame mate mateIn2 short,https://lichess.org/VNDz81u7/black#54,,True,https://lichess.org/training/Tgrku
ThE49,4r3/7R/2p2R2/p1Pp2P1/Pp1k4/1B5P/1P1Kr3/8 w - - 3 38,d2d1 e2e1 d1d2 e8e2,851,105,95,321,endgame mate mateIn2 short,https://lichess.org/ZP45JsAa#75,,True,https://lichess.org/training/ThE49
TjTrT,7r/ppQ4r/2P1p1kq/1P1p1pn1/3P4/4P1P1/P4PB1/2R1R1K1 w - - 3 31,c7f4 h6h1 g2h1 h7h1 g1g2 h8h2,1821,75,95,13361,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/soDR1Y9R#61,,True,https://lichess.org/training/TjTrT
TkMQk,8/4R2p/5kp1/p1pr1p2/P6P/5P2/2r2P2/4R1K1 b - - 0 31,d5d2 e1e6,1099,76,99,587,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/3AQJM5uB/black#62,,True,https://lichess.org/training/TkMQk
TlDyC,5k1r/ppQb4/3N1n2/3P1p1r/2P3p1/P2B2q1/5R1P/1R4K1 w - - 0 35,h2g3 h5h1 g1g2 h8h2,1366,75,91,2050,mate mateIn2 middlegame short,https://lichess.org/5Ht1JYZO#69,,True,https://lichess.org/training/TlDyC
TlbbU,r6r/8/2p1R3/pn1k4/8/3P3P/2PKR1P1/8 b - - 0 33,b5d4 e2e5,1359,75,68,284,endgame mate mateIn1 oneMove,https://lichess.org/ulUhunkJ/black#66,,True,https://lichess.org/training/TlbbU
TmAd3,2r1q1k1/5pb1/p3p1p1/3pP1P1/5P1Q/2P4R/4r3/5K1R b - - 1 35,e8b5 h4h8 g7h8 h3h8 g8g7 h1h7,1906,101,70,28,long master mate mateIn3 middlegame sacrifice,https://lichess.org/ZIfldXEP/black#70,,True,https://lichess.org/training/TmAd3
Tmf4r,2rq2kQ/1p3p1p/p3b1p1/6P1/3pP2R/3B4/PPP3K1/7R b - - 0 24,g8h8 h4h7 h8g8 h7h8 g8g7 h1h7,1400,77,96,22793,endgame long mate mateIn3,https://lichess.org/jOFrM4Ik/black#48,,True,https://lichess.org/training/Tmf4r
TmtJA,8/1p4b1/p5pp/P4p2/1r1p4/5PPP/2R1RK2/3k4 b - - 3 37,d4d3 e2d2,1674,87,87,2193,endgame mate mateIn1 oneMove,https://lichess.org/jxd9aBxL/black#74,,True,https://lichess.org/training/TmtJA
TnrnT,r7/P1p3k1/5p2/6rP/2p3K1/2P2P2/8/R4R2 w - - 5 36,g4h4 a8h8 f3f4 h8h5,1643,77,71,122,endgame mate mateIn2 rookEndgame short,https://lichess.org/23OdR6aJ#71,,True,https://lichess.org/training/TnrnT
Tnsds,4rn1k/1p1r1n1Q/6p1/q1p1p1P1/p2pP3/P2P3R/BPP2K2/2B4R b - - 0 36,f8h7 h3h7 h8g8 h7h8 g8g7 h1h7,1829,74,95,3200,exposedKing kingsideAttack long master mate mateIn3 middlegame pin,https://lichess.org/fNe11TdV/black#72,,True,https://lichess.org/training/Tnsds
ToOmc,2k4r/p1p2p1r/2p5/4b3/2P1Rp2/PP3PP1/5PB1/R2Q2Kq w - - 5 28,g2h1 h7h1 g1g2 h8h2,1416,75,83,376,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hbw7RDox#55,,True,https://lichess.org/training/ToOmc
Tot4v,2k4r/2p5/2Nb1p2/6p1/3Bp1P1/8/PPP2Ppr/3RR1K1 w - - 2 26,d4f6 h2h1 g1g2 h8h2,978,77,100,212,mate mateIn2 middlegame short,https://lichess.org/wnK9LO6w#51,,True,https://lichess.org/training/Tot4v
TppN7,4k2r/2pR1Rpp/2rp4/8/p1BpP3/1P1P4/P1KN2qP/8 b - - 5 26,h8f8 f7e7,1197,75,95,3400,mate mateIn1 middlegame oneMove,https://lichess.org/DUJaq41C/black#52,,True,https://lichess.org/training/TppN7
TqGnA,3r2k1/4bp1p/2Q3p1/1p6/p3P3/P4P2/BP1rK1PP/8 w - - 1 30,e2e3 e7g5 f3f4 d8d3,1678,74,83,103,endgame mate mateIn2 short,https://lichess.org/9sJgGy7J#59,,True,https://lichess.org/training/TqGnA
TrAY8,r5k1/5r1p/4p1Q1/q2pPpP1/2pP4/p1P5/P1bB1KPR/7R b - - 0 31,h7g6 h2h8 g8g7 h1h7,945,96,96,1352,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/padOU0tw/black#62,,True,https://lichess.org/training/TrAY8
Ttzv8,4r3/pppk1pp1/8/3P4/2P2P1p/1P1R1R1P/4r1P1/6K1 w - - 1 31,g1f1 e2e1 f1f2 e8e2,802,78,99,540,endgame mate mateIn2 rookEndgame short,https://lichess.org/uRSDqgKo#61,,True,https://lichess.org/training/Ttzv8
Tu8Ae,5rk1/1R5R/3r2p1/2p5/6n1/5PK1/7P/8 b - - 1 42,g4f6 b7g7,1074,76,82,184,endgame mate mateIn1 oneMove,https://lichess.org/HGGxdZRQ/black#84,,True,https://lichess.org/training/Tu8Ae
TviTC,6k1/1R3pp1/7p/PP6/8/7P/r5r1/4R1K1 w - - 6 42,g1f1 a2f2,1009,85,94,510,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Vwx7eGhr#83,,True,https://lichess.org/training/TviTC
TwlGr,6k1/pp5p/4p1p1/4P2r/P1pP3r/2P1RpR1/1P3P1P/7K w - - 4 30,e3f3 h4h2 h1g1 h2h1 g1g2 h5h2,1019,83,84,146,endgame long mate mateIn3 rookEndgame,https://lichess.org/gTbaFFTy#59,,True,https://lichess.org/training/TwlGr
TxVoZ,2r1r1kQ/1p1b1pq1/p3p1p1/3pPnP1/3P4/3B3R/4NPK1/7R b - - 5 28,g7h8 h3h8 g8g7 h1h7,998,92,95,1104,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/XCNl3Nlk/black#56,,True,https://lichess.org/training/TxVoZ
Ty8E8,r3r1k1/1R4Rp/8/p1Pp4/b1np3P/4PKB1/5PP1/8 b - - 0 28,g8f8 b7f7,1195,78,89,744,mate mateIn1 middlegame oneMove,https://lichess.org/STQZMXbX/black#56,,True,https://lichess.org/training/Ty8E8
TzWOI,8/5B2/pk5p/1p6/5p2/2P1RN2/1r3r2/3RK3 w - - 0 32,e3d3 b2e2,1055,83,82,522,endgame mate mateIn1 oneMove,https://lichess.org/3P0jCaEw#63,,True,https://lichess.org/training/TzWOI
TzZdx,8/4R1R1/5k1r/3Kp3/7p/3P1P2/8/4r3 b - - 1 44,h4h3 e7f7,1657,75,95,7247,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/CkN3FMiU/black#88,,True,https://lichess.org/training/TzZdx
U0jD4,7r/p1Q3p1/4qpk1/3p4/3P2p1/P5P1/1P3P1r/2R1R1K1 w - - 2 31,e1e6 h2h1 g1g2 h8h2,1181,75,93,3170,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/xdD8QCYc#61,,True,https://lichess.org/training/U0jD4
U1M1V,1Q6/5p1p/2N2p1k/8/8/5PPb/4r2r/1RR1K3 w - - 2 34,e1d1 e2d2 d1e1 h2e2,1229,76,86,204,mate mateIn2 middlegame short,https://lichess.org/14bZNYZu#67,,True,https://lichess.org/training/U1M1V
U2FHI,5r2/1p1k2b1/1Q1p4/2p4p/P1N5/3RP2P/4Kr2/1R6 w - - 0 37,e2e1 f2f1 e1e2 f8f2,1275,74,92,9857,mate mateIn2 middlegame short,https://lichess.org/GHU0dVVn#73,,True,https://lichess.org/training/U2FHI
U314N,8/1R3R2/k1p5/2r3r1/p2K4/8/5P2/8 b - - 0 54,c5b5 b7a7 a6b6 f7b7,1003,87,94,1552,endgame mate mateIn2 rookEndgame short,https://lichess.org/kYCCtHmd/black#108,,True,https://lichess.org/training/U314N
U3lz3,8/3k1ppp/2n1p3/2b5/1rK5/2N2P2/1P1B1P1P/r2R3R w - - 8 24,c4c5 a1a5 c3b5 a5b5,1226,80,27,62,mate mateIn2 middlegame short,https://lichess.org/12iVdxll#47,,True,https://lichess.org/training/U3lz3
U3zHn,2r3k1/1b3p2/p1p1rPp1/3pp3/1P5R/PN3P1R/7P/7K b - - 5 34,e6f6 h4h8 g8g7 h3h7,1074,78,100,84,endgame mate mateIn2 short,https://lichess.org/6AFQbXIL/black#68,,True,https://lichess.org/training/U3zHn
U4rLz,2k3nr/p1p2ppp/4p3/2R2b2/5B2/5P2/P3q1PP/1R4K1 b - - 0 19,g8e7 c5c7 c8d8 b1b8 e7c8 b8c8,984,77,85,211,fork long mate mateIn3 middlegame,https://lichess.org/JOjUJDfK/black#38,,True,https://lichess.org/training/U4rLz
U5Eln,7k/8/2p4r/6p1/P2P4/1BR3P1/1P3PK1/7r w - - 1 39,a4a5 g5g4 f2f3 h6h2,1651,74,89,1407,endgame mate mateIn2 quietMove short,https://lichess.org/FxgUilxx#77,,True,https://lichess.org/training/U5Eln
U5M94,8/R4R1p/1p1kp3/1p1r1p2/3p1Pn1/6PK/4P2P/8 b - - 4 53,d5c5 f7d7 d6c6 a7c7,1237,75,95,3549,endgame master mate mateIn2 short,https://lichess.org/4lmONJdn/black#106,,True,https://lichess.org/training/U5M94
U7aCj,2k4r/ppp5/2p1p2q/8/4P3/3P1QR1/PPP3K1/R4N1r w - - 3 29,a1e1 h6h2 f1h2 h8h2,2044,79,76,144,mate mateIn2 middlegame sacrifice short,https://lichess.org/ApKCRWXT#57,,True,https://lichess.org/training/U7aCj
U88wF,8/8/p4B2/1p5p/3N4/2PR1P2/P4K1k/4r1r1 w - - 4 34,f3f4 g1f1,1535,104,81,208,endgame master mate mateIn1 oneMove,https://lichess.org/zaotuQvc#67,,True,https://lichess.org/training/U88wF
U8H7K,2k5/1p1R1p2/2p5/K7/2P4r/5r2/PP5P/3R4 b - - 0 22,h4c4 d7d8 c8c7 d1d7,730,94,68,53,endgame mate mateIn2 rookEndgame short,https://lichess.org/Qpk6HLmh/black#44,,True,https://lichess.org/training/U8H7K
U8Ukn,4r1k1/ppR5/6p1/7p/5P1P/1P3KP1/P3r3/5R2 w - - 0 35,f1d1 e8e3,1091,83,91,490,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/zauWK60d#69,,True,https://lichess.org/training/U8Ukn
U9Fij,r2qr1k1/pp3p1R/2p2bp1/3p1b2/2QB4/2P2B2/PPP2PP1/2K4R b - - 0 19,d5c4 h7h8 g8g7 h1h7,1679,74,96,14600,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/WVaqgOsR/black#38,Russian_Game Russian_Game_Stafford_Gambit,True,https://lichess.org/training/U9Fij
UAnXF,2r1k2r/3R1p2/p3p2p/2N1P1p1/2nR2P1/2P2bB1/P1P2P2/2K5 b k - 4 25,c8c5 d7d8 e8e7 d4d7,1577,75,97,386,mate mateIn2 middlegame short,https://lichess.org/Mw4zZ8hb/black#50,,True,https://lichess.org/training/UAnXF
UBaGe,6k1/p1pN2pp/8/3p4/1n1P4/1B6/Pr3rPP/2KR3R w - - 2 25,d7c5 b4a2 b3a2 f2c2,1707,88,85,43,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/i45QujrF#49,,True,https://lichess.org/training/UBaGe
UCKF3,5k2/1p2q3/p1n1p2Q/3pPp2/3P3r/2N3R1/PP4RP/6K1 b - - 0 34,h4h6 g3g8 f8f7 g2g7,900,79,100,83,endgame master mate mateIn2 short,https://lichess.org/ZRaETqi2/black#68,,True,https://lichess.org/training/UCKF3
UDkiQ,2r2k2/4R1p1/pq3p1p/7P/1pB3P1/1P3P2/2P1R3/1K6 b - - 1 34,c8c4 e7e8 f8f7 e2e7,811,76,97,1568,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/CiWWgMQ1/black#68,,True,https://lichess.org/training/UDkiQ
UFASN,8/3R4/P1K1k3/1r5r/R7/8/8/8 w - - 1 63,a6a7 h5c5,1394,91,84,488,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/CGAzCmxt#125,,True,https://lichess.org/training/UFASN
UFBPw,3r2k1/1p3p2/2p2Rp1/p3P3/4p3/P2rK2P/1P4P1/5R2 w - - 6 28,e3e4 d8d4,1179,77,83,362,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/7FPVOFns#55,,True,https://lichess.org/training/UFBPw
UFEqG,r7/1kp4p/6p1/3Np3/1PRnPp2/1K1P1P2/r1N3PP/8 w - - 11 34,c2d4 a8a3,1147,75,100,354,endgame mate mateIn1 oneMove,https://lichess.org/Ejurb2QO#67,,True,https://lichess.org/training/UFEqG
UGBMj,2r3k1/pp1n1pp1/4p3/3pP2p/1P1P1P1P/1N6/P1r1K1P1/R1R5 w - - 9 23,e2d3 c8c3,1211,76,88,742,endgame mate mateIn1 oneMove,https://lichess.org/A9aIuz4I#45,,True,https://lichess.org/training/UGBMj
UGRwf,3k4/4b1r1/2R1p1p1/3pP2p/5P2/r3PP2/4K3/2R5 b - - 1 36,h5h4 c6c8 d8d7 c1c7,934,76,100,404,endgame mate mateIn2 short,https://lichess.org/JB8ndQIa/black#72,,True,https://lichess.org/training/UGRwf
UK4G6,1r3k2/5p1p/5p2/4P3/R4R1P/K7/1r6/8 w - - 3 64,e5f6 b8b3,1177,231,82,17,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Wx3Lpk2D#127,,True,https://lichess.org/training/UK4G6
