PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
ESQW1,8/4kp2/5p2/p1r5/P7/1K2P3/3r1PRP/R7 w - - 0 33,a1g1 d2c2 f2f3 c5c3,2021,117,100,24,endgame mate mateIn2 rookEndgame short,https://lichess.org/nDNtUFC0#65,,True,https://lichess.org/training/ESQW1
JNLn9,2r3k1/4n1p1/1qp1pr2/7R/pp1PB3/2P3Q1/PP4P1/1K5R b - - 1 29,b4c3 h5h8 g8f7 g3g7 f7g7 h1h7,2021,73,96,13087,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/ojwotFR5/black#58,,True,https://lichess.org/training/JNLn9
z5dkU,1k4r1/pp4q1/4P3/P3PB1p/3P3P/7K/2Q2Pr1/R4R2 w - - 1 30,c2e4 g7g3 f2g3 g8g3,2023,78,71,166,mate mateIn2 middlegame sacrifice short,https://lichess.org/SKDaaCQq#59,,True,https://lichess.org/training/z5dkU
5kkrV,1k5r/1q6/2R1Q3/ppB2p2/2p5/P5P1/1P5r/3R2K1 w - - 0 31,c6b6 h2g2 g1f1 h8h1 c5g1 h1g1,2023,76,90,528,exposedKing long mate mateIn3 middlegame,https://lichess.org/YhfuwWdL#61,,True,https://lichess.org/training/5kkrV
oag5p,r4R2/1b2r1kp/p2pp1p1/1pp3q1/4P1n1/P1NP1Q2/BPP3P1/5RK1 b - - 3 26,g5h6 f3f7 e7f7 f1f7,2023,83,90,2161,mate mateIn2 middlegame sacrifice short,https://lichess.org/OK68Otuu/black#52,,True,https://lichess.org/training/oag5p
ip9zp,8/Qp4pk/6b1/1P4rp/3R4/P3RP1P/2r3P1/6K1 w - - 1 33,a7b7 c2g2 g1f1 g2g1 f1f2 g5g2,2023,162,85,18,endgame long mate mateIn3,https://lichess.org/Na4Xx2UI#65,,True,https://lichess.org/training/ip9zp
lYlWp,r3k2r/pp3p2/4p1p1/2qpPnP1/4NP1p/3Q4/PPPR3P/2KR4 b kq - 5 24,d5e4 d3d8 a8d8 d2d8 e8e7 d1d7,2023,76,96,1816,long mate mateIn3 middlegame sacrifice,https://lichess.org/9jIBcvJq/black#48,,True,https://lichess.org/training/lYlWp
3ewbE,4r1k1/ppb1qp2/6p1/3p1P2/3P2Qp/2PB1R1P/PP3K2/R1B1r3 w - - 2 27,f5g6 e7e2 d3e2 e8e2,2023,77,99,617,mate mateIn2 middlegame sacrifice short,https://lichess.org/O0YI4luN#53,,True,https://lichess.org/training/3ewbE
mtSN3,1r5r/3R1p1p/4kpbb/p3p3/B5P1/7P/PPP2P2/1K1R4 b - - 4 20,b8b6 a4b3 b6b3 d1d6,2024,78,95,14224,mate mateIn2 middlegame sacrifice short,https://lichess.org/q4q7uUYA/black#40,,True,https://lichess.org/training/mtSN3
wcl6u,3b2r1/1p3R2/p2pk3/2pNp1r1/2P1P1p1/1P1P2Pp/P6P/5R1K b - - 1 36,g5g7 d5c7 d8c7 f1f6,2024,98,65,64,endgame master mate mateIn2 sacrifice short,https://lichess.org/ht5rpzRU/black#72,,True,https://lichess.org/training/wcl6u
oRKsr,3b2k1/3P3r/8/1p1RPpP1/pB3P2/4R3/2r3K1/8 w - - 5 39,g2g3 c2h2 e5e6 h7h3,2024,76,80,518,endgame mate mateIn2 quietMove short,https://lichess.org/oiGKVA1N#77,,True,https://lichess.org/training/oRKsr
rrrRs,2k5/pp1n1pp1/6p1/1Pp3r1/2B1N2r/P6Q/2P2PPq/R4RbK w - - 4 23,h3h2 h4h2 h1g1 g5g2,2029,76,94,1931,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/noOLkGZI#45,,True,https://lichess.org/training/rrrRs
TnbfH,4r1k1/1p1P1ppp/8/8/3Q1P2/5PN1/PPq4P/3Rr1KR w - - 1 33,g3f1 c2g6 g1f2 e8e2,2029,76,86,111,mate mateIn2 middlegame short,https://lichess.org/MHOQgd8q#65,,True,https://lichess.org/training/TnbfH
7eoH4,5r1k/6pp/5q2/p7/2Q1b3/1B2B3/PP3PrP/R3RK2 w - - 2 26,c4e4 f6f2 e3f2 f8f2,2029,76,86,171,mate mateIn2 middlegame sacrifice short,https://lichess.org/Osx4OC0I#51,,True,https://lichess.org/training/7eoH4
ROJAG,1kbn2r1/p1p5/1p6/3N4/2B2PrP/2P4K/P2R2P1/R7 w - - 7 33,d5e7 g4g2 f4f5 g8g3,2030,77,99,284,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/mrA5ttU7#65,,True,https://lichess.org/training/ROJAG
Jp2VL,8/7R/p3p1r1/4P1k1/1pR5/7K/r7/8 b - - 2 38,a6a5 c4g4 g5f5 h7h5 g6g5 h5g5,2031,77,97,2956,endgame long mate mateIn3 rookEndgame,https://lichess.org/TWbJG7El/black#76,,True,https://lichess.org/training/Jp2VL
