PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,Quadrant,rook_king_dir,puzzle_ref
hJ6JT,6k1/2R5/4pR2/3pP1p1/P3b3/4P2K/7P/6r1 w - - 5 40,f6e6 e4f5,1455,77,70,199,endgame mate mateIn1 oneMove,https://lichess.org/txRzpQ69#79,,True,,,https://lichess.org/training/hJ6JT
MPnO8,r3qb1r/ppp1k3/2n4p/1B2p3/4P2Q/7P/PPP2PP1/3RK2R b K - 5 18,e7e6 b5c4,1455,100,59,102,mate mateIn1 middlegame oneMove,https://lichess.org/r9yZXk7Y/black#36,Ruy_Lopez Ruy_Lopez_Steinitz_Defense,True,,,https://lichess.org/training/MPnO8
kLKV4,5r1k/p3R1pp/7r/2pN4/3b2B1/1P4K1/P5P1/4R3 w - - 8 33,e7e8 d4f2,1455,85,57,530,master mate mateIn1 middlegame oneMove,https://lichess.org/sKnivgVI#65,,True,,,https://lichess.org/training/kLKV4
sKB44,r3k2r/pb3ppp/4pn2/1B6/8/8/P1P2PPP/R1BR2K1 b kq - 2 14,e8e7 c1a3,1455,78,90,1693,mate mateIn1 middlegame oneMove,https://lichess.org/uTr9ZyL0/black#28,Sicilian_Defense Sicilian_Defense_Pin_Variation,True,,,https://lichess.org/training/sKB44
iHaWg,6r1/1pp5/7b/1p3k2/3Pn3/2P4P/PP3P2/R3R2K w - - 6 27,f2f3 e4f2 h1h2 h6f4,1456,96,88,25,endgame mate mateIn2 short,https://lichess.org/4s7IJEgY#53,,True,,,https://lichess.org/training/iHaWg
KGAu8,3r1b1r/ppN2kpp/8/4pp2/2b5/5P2/PPP1K3/4RBNR w - - 3 22,e2e3 f8c5,1456,81,87,643,mate mateIn1 middlegame oneMove,https://lichess.org/t6JzVSrH#43,,True,,,https://lichess.org/training/KGAu8
XsCLq,3R2B1/p5pk/1p5p/8/5B2/2r3PK/P4q2/8 b - - 11 29,h7g6 d8d6 g6f5 g8h7 g7g6 h7g6,1456,77,94,677,endgame long mate mateIn3,https://lichess.org/3hqGmPEJ/black#58,,True,,,https://lichess.org/training/XsCLq
06fJG,6rk/5R2/8/5BKP/3b2P1/8/8/8 w - - 11 55,g5h6 d4e3 g4g5 e3g5,1457,75,100,1695,endgame mate mateIn2 short,https://lichess.org/Io96oGE8#109,,True,,,https://lichess.org/training/06fJG
go9U4,r3rb1k/pb5p/5R2/1n1p4/5B2/6RP/5PPK/8 b - - 0 30,b5d4 f6f8 e8f8 f4e5 f8f6 e5f6,1457,76,93,4854,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/hWZ72H7V/black#60,,True,,,https://lichess.org/training/go9U4
78xzw,1r2k3/1BR2pbp/4p1p1/4P3/5P2/1p6/1r4PP/3R2K1 b - - 5 26,g7f8 b7c6,1457,77,89,345,endgame master mate mateIn1 oneMove,https://lichess.org/ADDXXtFy/black#52,,True,,,https://lichess.org/training/78xzw
uOnZP,2k5/p5pp/3p1r2/1BP5/1P1pP3/P2n4/4bP1P/R4RK1 w - - 1 23,b5d3 f6g6 g1h1 e2f3,1457,76,97,2851,endgame mate mateIn2 short,https://lichess.org/EdKQ6y00#45,,True,,,https://lichess.org/training/uOnZP
gPMft,3r1rk1/1p3ppp/3p1B2/2p3R1/p1P2P1n/4P2P/q3Q1P1/1N1R2K1 b - - 0 26,a2e2 g5g7 g8h8 g7g3,1457,76,95,26665,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/K3we3sbO/black#52,,True,,,https://lichess.org/training/gPMft
6wHFJ,8/2p3R1/3p4/p7/2q1BK2/4B2p/7k/8 b - - 1 48,a5a4 e3g1,1457,78,90,189,endgame mate mateIn1 oneMove,https://lichess.org/bmzrFzm8/black#96,,True,,,https://lichess.org/training/6wHFJ
dQtlQ,8/2P4R/6R1/p2P4/3b1k1P/4n3/1r6/5K2 w - - 1 45,f1e1 d4c3,1457,87,86,3276,endgame mate mateIn1 oneMove,https://lichess.org/B2lXXULB#89,,True,,,https://lichess.org/training/dQtlQ
WyZNN,3B1k2/7R/p1B1p3/2b1Pn2/2Pp4/r7/4K3/8 b - - 4 40,a6a5 h7h8 f8g7 d8f6 g7f7 c6e8,1457,77,93,4703,endgame exposedKing long mate mateIn3,https://lichess.org/KaptkiHw/black#80,,True,,,https://lichess.org/training/WyZNN
mvksg,1r1k4/Rn2bppp/3p2b1/4p1P1/QP4qP/4BNn1/5P2/2R1K3 b - - 5 34,g4f3 e3b6,1457,85,88,1464,mate mateIn1 middlegame oneMove,https://lichess.org/o2IF9eKL/black#68,,True,,,https://lichess.org/training/mvksg
fr0gQ,8/1R6/3Bp1pk/p3Pb1p/5P2/P2p2K1/2r3P1/8 b - - 0 42,d3d2 d6f8,1457,244,70,23,endgame mate mateIn1 oneMove,https://lichess.org/Cg7ZDe1m/black#84,,True,,,https://lichess.org/training/fr0gQ
VLeZM,r3r2R/ppp2pkR/2np2p1/3B4/6b1/2P1p1B1/PPP2pK1/8 b - - 3 26,g7f6 h7f7 f6g5 g3f4,1457,77,83,62,mate mateIn2 middlegame short,https://lichess.org/NZdBzPi7/black#52,,True,,,https://lichess.org/training/VLeZM
XXRog,8/8/1bp1k3/p3rp2/P1K3pP/3B2P1/1P4P1/5R2 w - - 1 40,b2b3 e5c5 c4d4 c5c1,1458,75,80,99,discoveredAttack endgame mate mateIn2 short,https://lichess.org/F38OqxLP#79,,True,,,https://lichess.org/training/XXRog
h6er8,rnb2b1r/ppp1kBp1/4Pn1p/6N1/4p3/1P6/P1P2PPP/RNBR2K1 b - - 0 12,h6g5 c1a3 c7c5 a3c5,1458,75,95,5288,mate mateIn2 opening short,https://lichess.org/pEcbOu0K/black#24,Russian_Game Russian_Game_Modern_Attack,True,,,https://lichess.org/training/h6er8
xUACU,8/1R6/8/P3bk1p/1R5P/4n3/r7/4K3 w - - 5 50,b4b3 e5g3,1458,81,86,1563,endgame mate mateIn1 oneMove,https://lichess.org/694o4BnO#99,,True,,,https://lichess.org/training/xUACU
lLJjQ,4R3/4R3/2p2kp1/p1Pp1b1p/P2r3P/1P2Q1P1/5K1q/8 w - - 8 63,f2f3 f5g4,1458,76,100,407,endgame mate mateIn1 oneMove,https://lichess.org/WEJzvVTf#125,,True,,,https://lichess.org/training/lLJjQ
LwIxu,3r4/p1k4p/2p4p/1pb5/4Pq2/1Q1B2Pb/PPPR1r1P/3R3K w - - 0 23,g3f4 h3g2 h1g1 f2d2,1458,75,45,388,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/t6FIIq7B#45,,True,,,https://lichess.org/training/LwIxu
dHZHT,8/pRk4p/2p3p1/2Npb1Bn/8/5P1K/P3r2P/8 b - - 5 28,c7d6 g5e7,1458,79,92,6892,endgame master mate mateIn1 oneMove,https://lichess.org/RCtzwB2n/black#56,,True,,,https://lichess.org/training/dHZHT
uV7sS,3rkb1r/1p3ppp/p4n2/8/5B2/PbN1P3/1Pn1KPPP/2R2BNR w k - 3 14,g1f3 b3c4,1458,114,57,151,mate mateIn1 middlegame oneMove,https://lichess.org/9xyVhige#27,Tarrasch_Defense Tarrasch_Defense_von_Hennig_Gambit,True,,,https://lichess.org/training/uV7sS
MtViW,6r1/1b1kbQ1p/p3pn2/1p1q4/3P1P2/2PB1N2/P4R1P/R1B4K w - - 3 21,c1a3 d5f3 f2f3 b7f3,1459,76,93,7541,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/33o1lxtI#41,,True,,,https://lichess.org/training/MtViW
EwKsf,r1b1kb1r/pp3pp1/4pn1p/1N6/2P1p3/4BnP1/PP2KP1P/3R1B1R b kq - 3 13,a8b8 b5c7 e8e7 e3c5,1459,79,69,105,mate mateIn2 middlegame short,https://lichess.org/uaGzzlx0/black#26,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,True,,,https://lichess.org/training/EwKsf
wUrwm,6k1/1R1R4/6p1/2p1p3/3b1K1p/5P1P/5r2/8 w - - 0 35,f4g4 f2g2 g4h4 d4f2,1459,77,94,622,endgame mate mateIn2 short,https://lichess.org/sQhM9s4A#69,,True,,,https://lichess.org/training/wUrwm
gCJe0,7k/2p1r2p/p4p2/1p1P1QPR/1P3P2/P1b4P/4r1K1/8 w - - 1 41,g2f3 e7e3 f3g4 e2g2 g4h4 c3e1,1459,166,100,14,endgame long mate mateIn3,https://lichess.org/6EU3RxY9#81,,True,,,https://lichess.org/training/gCJe0
57kyk,8/p3R3/2b4p/2k5/2Pb2p1/1P4P1/P4rPP/4R2K w - - 3 30,e7e2 c6g2 h1g1 f2e2,1459,75,85,136,discoveredAttack endgame mate mateIn2 short,https://lichess.org/eRcjyABt#59,,True,,,https://lichess.org/training/57kyk
78fqN,2k1rb2/p5p1/8/1p3r2/2pKnP2/2P5/PP1B4/4RR2 w - - 0 33,e1e4 f8c5,1459,77,94,5764,endgame master mate mateIn1 oneMove,https://lichess.org/G4BsaR4Z#65,,True,,,https://lichess.org/training/78fqN
qWubn,r2nk2r/pR2pp1p/1p2n1pB/2p1P3/1PB1N3/8/P4PPP/2KR4 b kq - 0 19,d8b7 c4b5,1460,77,90,1671,mate mateIn1 middlegame oneMove,https://lichess.org/C8whg9Eu/black#38,,True,,,https://lichess.org/training/qWubn
wIoxp,1rb4r/ppN1kpbp/5np1/4p3/8/1P4P1/P1P2PBP/R1BR2K1 b - - 0 15,c8g4 c1a3,1460,76,91,188,master mate mateIn1 middlegame oneMove,https://lichess.org/XKwRigmi/black#30,Zukertort_Opening Zukertort_Opening_Kingside_Fianchetto,True,,,https://lichess.org/training/wIoxp
fV0uw,3r1r1k/Q4ppp/2N1b3/8/7q/4PP2/PP3K1P/R1B2B1R w - - 5 21,f2e2 e6c4,1460,159,54,16,mate mateIn1 middlegame oneMove,https://lichess.org/1MEHpKcJ#41,,True,,,https://lichess.org/training/fV0uw
RNF7b,r3r3/p4p1p/2p1b3/2N2p2/1BPk4/1P4P1/P6P/R4K2 b - - 1 27,a7a5 a1d1 d4e5 b4c3,1461,77,68,660,endgame mate mateIn2 short,https://lichess.org/VXeySyTZ/black#54,,True,,,https://lichess.org/training/RNF7b
vH25G,2k3r1/p1p5/2R1N3/5p2/2PP1b2/P2RnP2/1P6/6K1 w - - 5 30,g1f2 g8g2 f2e1 f4g3,1461,76,95,15280,endgame mate mateIn2 short,https://lichess.org/VlcYiObl#59,,True,,,https://lichess.org/training/vH25G
F6UM2,6rk/pbpp1Q1p/2q5/8/4Pn2/3P4/P1P4P/1R3RK1 w - - 1 27,g1h1 c6e4 d3e4 b7e4 f1f3 e4f3,1461,77,92,4404,long mate mateIn3 middlegame sacrifice,https://lichess.org/CUQypvzr#53,,True,,,https://lichess.org/training/F6UM2
qfc9E,8/8/2p1Bbk1/p4N2/P7/6R1/3rr3/6K1 b - - 2 40,g6h5 e6f7,1461,94,84,1085,endgame mate mateIn1 oneMove,https://lichess.org/AOee3XqA/black#80,,True,,,https://lichess.org/training/qfc9E
4abOF,4kn2/1N2b1Q1/p2pb1p1/1p2p3/4P3/5P2/Pnr2B2/R3KB2 w Q - 0 23,f2b6 e7h4 b6f2 h4f2,1461,75,86,1851,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/0KulOGxo#45,,True,,,https://lichess.org/training/4abOF
FI2eN,r1q1Nbk1/p2n1N1p/1pn3p1/8/2Pp1B2/5BP1/PP3P1P/R3R1K1 b - - 0 19,g8f7 f3d5,1461,83,84,1227,mate mateIn1 middlegame oneMove,https://lichess.org/Ktobo1Hn/black#38,English_Opening English_Opening_Anglo-Indian_Defense,True,,,https://lichess.org/training/FI2eN
Vfpkj,4r3/1ppk2pp/1pp5/8/1n6/P2b1PN1/6rP/R1BK3R w - - 1 22,a3b4 d3c2,1461,82,87,881,mate mateIn1 middlegame oneMove,https://lichess.org/qZiR7VZe#43,,True,,,https://lichess.org/training/Vfpkj
gLxL9,3q2kr/5Q1p/3P1ppB/8/8/3B4/r4PPP/4R1K1 b - - 0 27,g8f7 d3c4,1461,79,89,783,endgame mate mateIn1 oneMove,https://lichess.org/11vvtYTA/black#54,,True,,,https://lichess.org/training/gLxL9
YmICf,5r2/p5Rk/1p3P2/7p/2p4r/PbB5/1P2K3/8 b - - 1 43,h7h6 c3d2 h4f4 d2f4,1461,79,94,1716,endgame mate mateIn2 short,https://lichess.org/H3HnAhxD/black#86,,True,,,https://lichess.org/training/YmICf
1ZvJW,5rk1/2pR2pp/p5r1/1pq5/8/1PN1Qb2/1PP2PPP/5RK1 w - - 0 23,e3c5 g6g2 g1h1 g2g6,1461,75,100,384,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/peqWgnMp#45,,True,,,https://lichess.org/training/1ZvJW
IXXOS,5rk1/pp3ppp/1n3B2/3q4/1PrpQ3/P5R1/6PP/5R1K b - - 0 24,d5e4 g3g7 g8h8 g7g3,1461,76,78,1044,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/whOiTgO6/black#48,,True,,,https://lichess.org/training/IXXOS
2hw6b,4r1k1/3rPppp/5P2/1p6/1Pp2P2/p1B1R3/P5KP/8 b - - 0 30,g7f6 e3g3 g8h8 c3f6,1462,75,82,311,endgame intermezzo mate mateIn2 short,https://lichess.org/6MkliSJH/black#60,,True,,,https://lichess.org/training/2hw6b
GnIDz,2R2b2/p4k1p/4p1p1/3bP3/3N1B2/P5KP/r5P1/8 w - - 8 35,d4b5 a2g2 g3h4 f8e7 f4g5 e7g5,1462,74,94,1723,endgame long mate mateIn3,https://lichess.org/GjVhWiDh#69,,True,,,https://lichess.org/training/GnIDz
TrWTu,2k3r1/3R4/1p5R/2p3B1/2P1b1K1/6P1/PP3r2/6N1 w - - 3 48,d7e7 e4f5 g4h5 f2h2 g1h3 h2h3 g5h4 f5g4,1462,79,60,117,mate mateIn4 middlegame veryLong,https://lichess.org/cHHXjq13#95,,True,,,https://lichess.org/training/TrWTu
NroUI,8/p4p1p/p5pQ/2P5/P1bBP1Pk/5P2/2q1r3/5RK1 b - - 1 34,h4g3 d4e5,1462,77,94,9060,endgame master mate mateIn1 oneMove,https://lichess.org/iCn5BRLd/black#68,,True,,,https://lichess.org/training/NroUI
vAZfu,1k6/1p5p/1Pprb3/1rP3b1/3PKp2/p4P2/P2R2BP/3R4 w - - 0 34,c5d6 e6f5,1462,77,92,1261,endgame master mate mateIn1 oneMove,https://lichess.org/kqxNSVKi#67,,True,,,https://lichess.org/training/vAZfu
FPf23,2r3nr/2q1bk2/2n1Q2p/pBP1Ppp1/1p3P2/4B1N1/PP3P1P/R2R2K1 b - - 0 20,f7e6 b5c4,1462,83,86,131,mate mateIn1 middlegame oneMove,https://lichess.org/0VuOOSCQ/black#40,,True,,,https://lichess.org/training/FPf23
rEt9P,2k4r/B1p5/p1p2p2/8/2P4P/1P6/P3bP1P/3R1RK1 w - - 1 23,f1e1 h8g8 g1h1 e2f3,1463,76,81,144,endgame mate mateIn2 short,https://lichess.org/usbx9eHV#45,,True,,,https://lichess.org/training/rEt9P
N9Sbe,8/5k2/1P2b3/8/3p1bpR/1NP5/5r2/3KR3 w - - 0 42,b6b7 e6b3,1463,80,46,153,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/5XJQpyEh#83,,True,,,https://lichess.org/training/N9Sbe
hrE3S,rn1q1r2/p4kbp/2pP1pp1/1b1Q4/1pN5/6P1/PP3PBP/R1B1R1K1 b - - 1 17,c6d5 g2d5,1463,76,92,5358,mate mateIn1 middlegame oneMove,https://lichess.org/Xp8wA1RU/black#34,Neo-Grunfeld_Defense Neo-Grunfeld_Defense_Classical_Variation,True,,,https://lichess.org/training/hrE3S
tFliO,2R5/1P3pk1/P3b1pp/8/8/8/1r3p2/5K2 w - - 3 49,b7b8q e6h3,1463,124,80,16,endgame master mate mateIn1 oneMove,https://lichess.org/M5y7ZmON#97,,True,,,https://lichess.org/training/tFliO
WI0QR,6r1/p7/1pR1b3/4k3/5p2/1P6/P4P1P/2R3K1 w - - 3 30,g1h1 e6d5 f2f3 d5f3,1463,76,97,27063,endgame fork mate mateIn2 short,https://lichess.org/9F73FeUO#59,,True,,,https://lichess.org/training/WI0QR
Zu98e,8/8/7p/4B3/5P1k/7q/5K2/6R1 b - - 12 53,h6h5 e5f6,1463,214,85,29,endgame master mate mateIn1 oneMove,https://lichess.org/6ZY4DOdZ/black#106,,True,,,https://lichess.org/training/Zu98e
hE3tm,6rk/1bp3r1/1p1p2qb/3P1p2/1PP1pn1p/1N2P2P/P2R3B/3QRB1K w - - 0 32,e3f4 g6g1 h2g1 g7g1 h1h2 h6f4,1463,74,82,448,exposedKing kingsideAttack long master mate mateIn3 middlegame sacrifice,https://lichess.org/3Zp0D7RV#63,,True,,,https://lichess.org/training/hE3tm
Mvq4X,1k4r1/1p1q1prp/pPpp1p1b/8/1PP1P3/7P/5PP1/R2QRBK1 w - - 1 22,g1h1 d7h3 g2h3 g7g1 h1h2 h6f4,1464,77,94,2029,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/TAVrOuXg#43,,True,,,https://lichess.org/training/Mvq4X
vPS3W,5B2/1R5p/5p1k/6p1/6P1/2P2b1K/6r1/8 b - - 4 56,h6g6 b7g7 g6h6 g7g8,1465,75,75,587,discoveredAttack endgame mate mateIn2 short,https://lichess.org/NUFZpH2X/black#112,,True,,,https://lichess.org/training/vPS3W
qYmNk,8/p1p3k1/1b1pR3/6p1/2P1B3/4n1P1/PP3K1r/5R2 w - - 7 37,f2e1 b6a5 b2b4 a5b4,1465,76,92,802,endgame mate mateIn2 short,https://lichess.org/ABsLPUMv#73,,True,,,https://lichess.org/training/qYmNk
WWsWa,r5k1/5p1p/8/3p1R2/1B4p1/P3P2q/5P2/R5K1 b - - 0 31,g4g3 f5g5 g8h8 b4c3 d5d4 c3d4 f7f6 d4f6,1465,75,100,783,endgame mate mateIn4 veryLong,https://lichess.org/NNbQCSpk/black#62,,True,,,https://lichess.org/training/WWsWa
afqFl,r7/p7/n1pp2k1/8/1qp1p1R1/4B3/P2b2PP/5R1K b - - 8 31,g6h7 f1f7 h7h8 e3d4,1466,77,93,1434,mate mateIn2 middlegame short,https://lichess.org/ndjLW8GK/black#62,,True,,,https://lichess.org/training/afqFl
8eOgI,r1b2b1r/1p2kPpp/pn3n2/4N3/8/1PN5/P4PPP/R1BR2K1 b - - 2 14,c8e6 c1a3,1466,76,100,620,mate mateIn1 middlegame oneMove,https://lichess.org/JYWZ0GeX/black#28,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,True,,,https://lichess.org/training/8eOgI
1y3TE,6k1/1Q3pr1/p1p4p/3pP3/1P1PbB1P/P3R3/6rK/5R2 w - - 0 36,h2h3 e4f5,1466,167,87,85,mate mateIn1 middlegame oneMove,https://lichess.org/DecolfTb#71,,True,,,https://lichess.org/training/1y3TE
gUJwn,8/4p1R1/3p4/p1nP3b/3BPN1k/8/6K1/7r b - - 17 45,h1d1 d4f2,1466,80,74,698,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/JJFJIPB9/black#90,,True,,,https://lichess.org/training/gUJwn
qVKjY,5kr1/p7/1p2P2p/2p1B3/2P1B3/2P5/P1b4P/3qQ2K w - - 5 42,e1d1 c2e4 d1f3 e4f3,1467,75,86,1351,endgame hangingPiece mate mateIn2 short,https://lichess.org/GaWwVZfM#83,,True,,,https://lichess.org/training/qVKjY
GRuFt,r1q2b1r/pQ2kpp1/4p2p/1B2Pb1P/8/2n1B3/PP3PP1/R2R2K1 b - - 0 19,c8b7 e3c5,1467,87,89,146,mate mateIn1 middlegame oneMove,https://lichess.org/kDangz3c/black#38,,True,,,https://lichess.org/training/GRuFt
ildCy,r7/3r1pBp/1R2b3/1R6/2p2k2/2Pn1P2/P5PP/6K1 b - - 0 35,a8a2 g7h6,1467,78,94,3645,mate mateIn1 middlegame oneMove,https://lichess.org/RXwq1EMS/black#70,,True,,,https://lichess.org/training/ildCy
1q2jI,8/p1p1r2k/2p2Prp/8/Q2b1P2/5b1P/PP1R3K/8 w - - 0 33,f6e7 d4g1,1467,79,75,290,endgame mate mateIn1 oneMove,https://lichess.org/qBcH4DWk#65,,True,,,https://lichess.org/training/1q2jI
AES3r,8/4Q1pk/1p1p3p/2pP4/P1P2P1K/2Pb3P/6r1/8 w - - 11 46,e7d6 g7g5 f4g5 h6g5 h4h5 d3e2,1468,74,94,12365,endgame long mate mateIn3,https://lichess.org/wtmadVpD#91,,True,,,https://lichess.org/training/AES3r
cCq59,4rrk1/pp5p/3p1p2/3P1Pp1/q1PQ1n2/2B5/P1P2P2/R4KR1 b - - 1 26,f4e2 g1g5 g8h8 d4f6 f8f6 c3f6,1468,75,93,1063,kingsideAttack long master mate mateIn3 middlegame sacrifice,https://lichess.org/HTH57Ane/black#52,,True,,,https://lichess.org/training/cCq59
61U0L,r2q3r/pp3kpp/6n1/b1Bp1R2/8/1BPP3P/PP4P1/4R1K1 b - - 0 28,d8f6 b3d5,1468,78,93,1669,mate mateIn1 middlegame oneMove pin,https://lichess.org/NX6P0Iag/black#56,,True,,,https://lichess.org/training/61U0L
36pps,8/4Q2p/6pk/8/3bp3/5b2/7r/1R1K4 w - - 0 42,d1c1 d4e3,1468,86,64,88,endgame master mate mateIn1 oneMove,https://lichess.org/Qof3Em7I#83,,True,,,https://lichess.org/training/36pps
aximN,7k/1p4r1/3P3p/p1PR1P2/P3p3/1PQ2b1P/5b1K/5N2 w - - 0 38,d6d7 f2g1,1468,159,79,52,endgame master mate mateIn1 oneMove,https://lichess.org/VzgGA9ib#75,,True,,,https://lichess.org/training/aximN
2NI32,5b1r/pp2k1p1/2p1p2p/4Pp1Q/2P2P2/PPB5/5qPP/3R3K b - - 4 28,f2f4 c3b4 c6c5 b4c5,1468,84,59,46,endgame mate mateIn2 short,https://lichess.org/kxi3rcOa/black#56,,True,,,https://lichess.org/training/2NI32
8jxTM,5rk1/p3pp2/3p2pb/3P4/2PBPn1P/2NQ4/qr6/2KR3R w - - 0 25,c3a2 f4d3,1468,100,74,193,doubleCheck mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/u3b0orht#49,,True,,,https://lichess.org/training/8jxTM
WvCBd,8/kpR4p/p5nb/P3pB2/4P1K1/3P1P2/6rP/R7 w - - 9 37,g4h3 g6f4 h3h4 h6g5,1469,75,92,2056,endgame mate mateIn2 short,https://lichess.org/lj9rRwl9#73,,True,,,https://lichess.org/training/WvCBd
WrY2X,8/1p1b4/p3r2p/P1RpBKp1/1P1P4/3k1P1P/6P1/8 w - - 9 47,c5d5 e6d6,1469,75,100,679,discoveredAttack endgame mate mateIn1 oneMove,https://lichess.org/mzF2WIkP#93,,True,,,https://lichess.org/training/WrY2X
MnUjG,7k/8/5r2/BPP4p/6p1/2pR4/2Pb1KPP/8 w - - 1 42,f2g3 d2e1,1469,88,86,1586,endgame mate mateIn1 oneMove,https://lichess.org/Mf3iG3V5#83,,True,,,https://lichess.org/training/MnUjG
kZTQE,4r3/2R1B3/8/8/2N4p/3p4/r3bK2/3k4 b - - 1 54,h4h3 c4e3 d1d2 e7b4,1470,76,93,7548,endgame mate mateIn2 short,https://lichess.org/kkk2LBiP/black#108,,True,,,https://lichess.org/training/kZTQE
TnQhG,8/r1b1B2p/R5p1/3k1p2/2P1p3/1P4P1/5K1P/8 b - - 0 32,d5e5 e7f6,1471,84,88,4106,endgame mate mateIn1 oneMove,https://lichess.org/G1d6e7c1/black#64,,True,,,https://lichess.org/training/TnQhG
cK5zz,r7/p4kbp/2B2pp1/5n2/1BP5/3p2PP/1P3P2/4R1K1 b - - 0 28,a8b8 c6d5,1471,90,84,95,endgame master mate mateIn1 oneMove,https://lichess.org/2GYvqrKa/black#56,,True,,,https://lichess.org/training/cK5zz
Bvqn2,rR2k2r/p4ppp/4p3/2bpP3/8/3B3P/2P2PP1/1R4K1 b kq - 1 18,e8d7 b1b7 d7c6 d3b5,1471,75,94,2975,endgame mate mateIn2 short,https://lichess.org/l17j1KDM/black#36,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,True,,,https://lichess.org/training/Bvqn2
3DFoY,r4kr1/pp2bp1p/4p2p/2q1P3/Q3N3/5b2/PP3PPP/2R2RK1 w - - 0 16,e4c5 g8g2 g1h1 g2g6,1471,74,86,117,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/D8QTPMhf#31,Scandinavian_Defense Scandinavian_Defense_Other_variations,True,,,https://lichess.org/training/3DFoY
qI5xc,7R/pp6/1k2PB2/3p4/4b3/5n2/1r5P/2R3K1 w - - 1 36,g1f1 e4d3,1471,78,83,133,endgame mate mateIn1 oneMove,https://lichess.org/OKtNafEp#71,,True,,,https://lichess.org/training/qI5xc
IrZS8,5k2/1R1R1p2/4p1p1/7b/2P4P/2P1b3/5rBP/7K w - - 0 35,g2e4 f2f1 h1g2 f1g1 g2h3 h5g4,1471,77,89,714,endgame long master mate mateIn3,https://lichess.org/76EykCMm#69,,True,,,https://lichess.org/training/IrZS8
14rcz,8/7R/3B2p1/1k6/3b2P1/1P1NnP2/r6P/5K2 w - - 2 36,f1e1 d4c3,1472,77,94,335,endgame mate mateIn1 oneMove,https://lichess.org/wjz8naT1#71,,True,,,https://lichess.org/training/14rcz
GnS7c,3r4/p4p2/bp2kP2/2p1P3/4K3/1P2BP2/P7/7R w - - 1 39,f3f4 a6b7,1472,112,44,32,endgame master mate mateIn1 oneMove,https://lichess.org/KlAOQHlh#77,,True,,,https://lichess.org/training/GnS7c
00Vdx,2k3rr/ppp2p1p/2np1B2/8/4P3/2NB1b2/PPP2PPP/R4RK1 w - - 1 13,f6h8 g8g2 g1h1 g2g4,1472,77,85,588,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/z9NeMacX#25,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,True,,,https://lichess.org/training/00Vdx
niE3L,r1q4r/pppb2p1/7p/2B1p1kB/1N2P1P1/2P5/PP5P/5R1K b - - 0 24,g7g6 c5e7,1473,76,93,1801,mate mateIn1 middlegame oneMove,https://lichess.org/eLE5Bcii/black#48,,True,,,https://lichess.org/training/niE3L
YBlUD,8/5pk1/3p2p1/3B4/p3P3/1P1b1P2/1b5r/2K3Q1 w - - 3 43,c1d1 d3c2 d1e1 b2c3 e1f1 c2d3,1473,75,79,237,endgame exposedKing long mate mateIn3,https://lichess.org/SD5LeXcZ#85,,True,,,https://lichess.org/training/YBlUD
8lftO,3rk2r/5ppp/1p2b3/2b3Q1/8/5B2/PPn2PPP/RN2K2R w KQk - 0 20,e1e2 e6c4,1474,93,80,255,mate mateIn1 middlegame oneMove,https://lichess.org/74WgkILp#39,,True,,,https://lichess.org/training/8lftO
imRby,5r2/2N1k3/p3p2p/3b2p1/P5K1/6PP/1RP5/8 w - - 0 28,b2b6 d5f3,1474,465,33,4,endgame mate mateIn1 oneMove,https://lichess.org/fF3lWvpg#55,,True,,,https://lichess.org/training/imRby
txZOg,5R2/3r4/2r3p1/2B1pk1p/1PP1p3/2Rb2PP/8/6K1 b - - 1 39,f5g5 c5e3,1474,116,0,16,endgame mate mateIn1 oneMove,https://lichess.org/hgOtF5js/black#78,,True,,,https://lichess.org/training/txZOg
mdx7j,4k2r/3n1pp1/2q1pn1p/7P/2QN4/b5N1/PrPB1PP1/2KR3R w k - 1 20,c4c6 b2b3,1475,192,37,96,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/KYageMcU#39,,True,,,https://lichess.org/training/mdx7j
